component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.1875596416445161,0.00048241672058132524,0.0,0.0,0.0,0.011409351787091885,0.08900138485051519,0.07548045084151908,0.0,3.390177830077173e-05,0.0,0.0,0.0,0.0,0.004108574874822595,0.030839682366728738,0.00033221903458042866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011425496662628835,0.0013258990443066369,0.5446886985876906,0.0,0.0,1.1319724290536634e-05,0.0,0.0,0.0004293259176187104,0.04070161533457695,0.011937439342341071,0.0,0.0,0.0,0.00025884268771416,0.00024271419644164737,1.3971600100366015e-05
component_2,0.41311629021372714,7.841049943624165e-05,0.19078507082763108,0.0004745229395051391,0.01807372699394271,0.00017730397826299103,0.0,0.16258625615569303,0.00016507296334381124,0.0004082857259045362,0.001148883594727987,0.0021685697032948494,0.0006548836341895073,0.012300885023295969,0.0019426487489244734,0.0,0.0001072307021639071,0.0006962524530867735,2.188006219947552e-05,0.0017488851549919684,0.0026566255215112033,0.0025179988661725283,0.0032021035395978967,0.033531877253710464,0.0008727644067576718,0.00024284352118896383,0.1166446356683759,0.006363756403706194,0.008030660041910933,3.993615797392351e-05,0.0033552139896210575,0.0029887038927532963,5.420944581349448e-05,0.0,0.0032571242625267795,0.0009577453733905996,0.006040878201793996,0.00045482815801292013,0.0020968887899517163,0.0,3.6147130908931866e-05
