component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Candacia sp.,Chaetognatha indet,Cirripedia cyprid,Cirripedia nauplius,Clausocalanus laticeps,Clausocalanus sp.,Clio sp.,Clione sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Egg indet,Eucalanus sp.,Euphausia crystallorophias,Euphausia frigida,Euphausia longirostris,Euphausia superba,Euphausia superba C1,Euphausia superba C2,Euphausia superba C3,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Globigerina bulloides,Heterorhabdus sp.,Hyperiidea indet,Hyperoche medusarum,Limacina sp.,Mesocalanus sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea curvata,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Paralabidocera antarctica,Phronima sp.,Pisces egg,Pisces larvae,Pleuromamma gracilis,Polychaeta indet,Polychaeta larvae,Primno macropa,Pseudosagitta gazellae,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Rhincalanus sp.,Sagittidae indet,Salpa thompsoni,Salpidae indet,Siphonophorae nectophore,Siphonophorae sp.,Stephos longipes,Subeucalanus longiceps,Subeucalanus sp.,Themisto gaudichaudii,Themisto sp.,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa sp.,Thysanoessa sp. furcilia,Tintinnina indet,Tomopteris carpenteri,Tomopteris sp.,Vibilia antarctica
component_1,4.846505525486882,3.2650772028403106,0.011756071501780105,0.0,0.025996946956564775,0.0,0.001965213099578754,0.00037905071539961067,0.0004653727942174159,0.007257227746485022,0.2836322414113947,0.0012544531544889873,0.0034426780483953383,7.806962798323982,15.14478571947564,3.3233449686075294,0.0007380667930054226,0.004096089768696144,0.0,6.383782197010513e-05,0.0,0.0,0.00028038915278449483,0.0,0.0,0.00016970718337453263,0.0,0.0,0.21528933502014874,0.0,0.0,3.226620457199438,0.00018737014732015249,0.00022666189395353415,0.003279085147615947,0.0,0.002231811537322522,0.0,0.0,0.0,0.0,0.11211148057838041,0.0,0.06430847468123062,0.055364777088297124,0.0,0.0,54.84413958840899,0.015132412065982221,0.4394704839796707,0.018800102856975448,0.0006520237202998339,9.093049643513542e-05,0.00016066183318135985,0.0,0.001064979879341244,0.0,0.0,0.0,0.0,0.0,0.0008827121535346493,0.06697944516534975,0.15088525056459468,2.29439044744184,0.00026387003666858216,0.00902878802178682,0.01473312405637465,0.0,0.00014891233188625886,4.7178662176233647e-07,0.0,0.002381977368532274,0.0,0.06799042846697155,0.0,0.0,0.0,0.08505091191915412,0.00804382259983746,0.0,0.021671953606279076,0.03324957285728447,0.0,0.15766345728848835,0.1251974902534795,0.09922786653044174,0.0,0.0,0.026603772111347044,0.0,0.0012744107318338473,0.0005899080493533714
component_2,0.0,0.4033380030282381,0.008476296008456284,2.354500567262472,0.03984736842090523,0.001143928937655518,0.016305460816407043,0.0,0.00012955450307464077,0.014194921676165512,1.0121548582239595,0.00020196590378610097,0.0,5.715319902759438,30.388169162367106,3.0166839308217734,0.0,0.0,0.004270994865112387,0.0,0.00019693425041603793,0.0006522183355837168,7.361292184823213e-05,0.003640921683875622,0.0054794943093701524,0.0006415490301615655,0.02589707628219685,0.057088746361186236,0.2351850893319009,0.07274783326280164,29.436972830496387,3.4942606593208794,0.0003046363810347615,0.0004174498339172714,0.0,0.09274728262606818,0.0,8.55111474950379,0.0028144109693458066,0.07985029094384427,0.017346275099028214,0.38854318520906467,0.09632560578655038,0.2417262243596351,0.060103498779809826,6.858648659941556e-06,0.42220191032545346,0.0,0.0,0.3012431171983902,0.008146753880960575,0.0006661211212054304,0.0002762829734861775,0.0003000454202222606,0.00025710105527725546,0.0,0.0012913905415310942,0.09137363871915646,0.00026956651486022216,0.005892132988001545,0.002165436252231139,0.003119899134268892,0.07866678959734824,0.007493778642302939,1.5321910150847116,0.00011256171330746786,0.009339980623222735,0.0,9.248341224015888e-05,0.0002590091965704742,0.0,0.004487204590167856,0.0,0.00926080404989575,0.030412505095241987,0.0016757330851542018,0.09233411370727723,0.03788898254811464,0.0011215256672794985,0.011667245014575533,0.08476093199854008,0.024948209252435374,0.0,0.1552497892925528,0.33380832240509795,0.0,0.000357965051836963,0.040923393873276356,0.24569495293436894,0.007025606561615195,0.001143928937655518,0.004498079524424158,0.0
