component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Decapoda (natant) indet juv,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia superba,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus lobatus,Heterorhabdus sp.,Heterorhabdus spinifrons,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Salpidae indet,Sapphirina sp.,Solmundella bitentaculata,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,0.4299333450628036,0.014824241597482187,0.002633797920153642,0.0,0.0,0.000574003013122529,0.0393804794549542,0.00757072940412182,1.8875445289744871e-06,0.0066428331006256865,0.0,0.00011549173500410285,3.016793341766204e-06,1.764158469993259e-06,4.200984204870607e-06,2.797919163784383e-05,0.0005953825693944358,0.0,0.0,3.6298002067204884e-05,0.0,7.416558889324235e-05,0.0009732466392072374,0.00012240999620280956,0.00826054449544865,0.038721154366803984,1.4990481574307753e-05,1.0080205886849687e-05,0.0,3.20937649731045e-06,0.0,1.799223803509199e-06,0.0003312040672667795,0.0,0.00010772896958092875,0.0015101800099529873,0.0,0.005801343684166585,0.41532754420825635,1.102310461361591e-06,0.0,8.413239320114978e-05,0.00010503035489935791,0.00021812568192797693,3.260352404446516e-05,7.023903966697893e-07,0.00019454672554763752,9.091831514385582e-05,9.885279872806016e-06,0.0,0.0010813207556367873,0.017873293049850688,0.0010362570745630552,2.2557129324423526e-05,2.650064542378073e-06,1.4988960655707245e-05,0.0,0.0,0.0012239264401458633,9.391588260080966e-05,0.00013514968898870364,0.00017467568875693774,6.608588845332273e-05,1.1424286056540035e-05,0.00010346882401603538,0.00014371585784252828,2.059781605589293e-05,0.0035185494937908044,4.303018623998133e-05,9.229409152933051e-05
component_2,0.06680120073700516,0.0022718045023013447,0.0,0.7643336111812388,0.00011853437412577302,0.0017451802636498756,0.03909775559321595,0.012870436612128859,0.0,0.0,0.0003087334374537353,0.00012212441285240576,3.4070737084893922e-06,0.0,0.0,0.0,0.0,0.0003394622272355599,0.005475665983390116,0.0,0.00011853437412577302,0.0,0.0,0.0,0.010974827767846347,0.0,0.0,0.0,0.0001284802734128892,0.0,0.00016407352773334372,0.0,0.002063144864415178,0.0441253115526483,0.0,0.003135150166851119,0.004517988239759517,0.011614844082377757,0.0,0.0,0.010060981311263519,0.000339445468965946,0.0009546609181534909,0.0002987190526534966,1.4362338037322127e-05,0.0,0.0,0.0006279620638966103,0.001336444772879318,0.0010525459218549604,0.0004666665520668394,0.00072729129075241,0.00033734668899577453,0.0,0.0,0.0,0.0005172142481485511,0.00011853437412577302,0.001171501930988226,0.0,0.0,0.003093214169660538,1.6562444258480618e-05,0.0,0.0,0.0,0.00015640069527091683,0.008202825312818799,0.0001770491977331394,0.0
