component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Centropages bradyi,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.06568976832043245,0.001412146829778101,0.003002186867062978,1.8871763867434534,0.00257277507210736,0.0005299861257344609,0.018115865624804245,0.6225984761849227,0.004244103974107982,36.122232368823,0.0008224367781116701,0.056259121251121084,0.009527871554968684,0.018266446748159675,0.002503594272944588,0.16362337982463168,0.0013875578294176923,0.02630377498084514,0.028151518085441224,0.048633407266313364,0.0,0.04191625017485614,0.2528912961510013,0.0,0.0017987067183618058,0.6875669031685661,1.9673830964625953,0.36644429155137215,10.888190495798368,0.01911382300569789,0.4820152403506559,0.01399533025270985,0.14080567075179246,0.06801468156134886,0.018760562467519733,0.01774854780438561,0.027755791879268996,0.002477546614826983,0.0022952110107870714,0.0013922919287997562,0.0013787040388759295,0.0004078799091983567,0.04976176648045344,0.1300688489091591,0.47646965070361885,0.001813049575262096
component_2,0.04488423911525349,2.9779291042408104e-05,0.0007991593972159974,12.01916758955061,0.0,0.0,0.04742134044193265,1.0254052359415224,0.0048624686106814845,3.3192240878619823,0.0,0.09320508120782574,0.007264729348018986,0.00449479064036869,0.000772917013506466,0.18743046823176895,0.00027196120516181135,0.0,0.0,0.01082142778289978,0.009439070483044917,0.0,0.3752498546388991,24.0333854320066,0.0005200689378064288,0.08724564218708326,0.0,0.38821501584241147,3.3832888641474304,0.0,0.26586077870805863,0.004706026636042153,0.0,0.0,0.0,0.039369868613812725,0.0039402728178409285,0.0,0.00019447294503067503,0.0011453882365942633,0.0007564882524563934,0.0004136024773516655,0.0,0.11945848624705682,0.4466850625637096,0.004167443043946274
