component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Centropages bradyi,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.0011999551681708975,2.5795689799705257e-05,5.4840955282018857e-05,0.034473055948022246,4.699688891057054e-05,9.681257932464432e-06,0.00033092256432287943,0.011373007978185317,7.752705829533958e-05,0.6598449123066398,1.5023454757442859e-05,0.001027685513712457,0.0001740456543899391,0.0003336732300935049,4.573316307295421e-05,0.002988908703352601,2.5346522466389347e-05,0.00048049112575195154,0.0005142438538327806,0.0008883865765868576,0.0,0.0007656842505869837,0.004619565962260244,0.0,3.285698028638982e-05,0.012559786402287441,0.03593819212234988,0.006693838823557254,0.19889460400789072,0.00034915225438627315,0.008804973644822547,0.0002556527340008,0.0025720975525777407,0.001242424364368669,0.00034269924321975545,0.0003242127687452398,0.0005070151221989482,4.5257350434606894e-05,4.192662548301349e-05,2.543300027207184e-05,2.5184790251614792e-05,7.450743358511853e-06,0.0009089983172761529,0.0023759680001495483,0.008703672344366488,3.311898129056273e-05
component_2,0.0009772293536291473,6.483611599648786e-07,1.7399471096807466e-05,0.26168391413602793,0.0,0.0,0.0010324676719884252,0.022325344389909418,0.00010586671738506642,0.07226686413470557,0.0,0.002029281169940165,0.00015816925729376257,9.786155315916018e-05,1.6828116247629722e-05,0.004080776658599832,5.921198130373606e-06,0.0,0.0,0.0002356064642306441,0.00020550948236685627,0.0,0.008170020927759952,0.5232600613086573,1.132305330229955e-05,0.0018995309757288226,0.0,0.008452301219291069,0.07366169628857287,0.0,0.005788378327302978,0.00010246062890566284,0.0,0.0,0.0,0.0008571692874006154,8.578847129420571e-05,0.0,4.234106985364899e-06,2.4937640208788898e-05,1.6470425711745508e-05,9.005042517573253e-06,0.0,0.002600875977889871,0.00972532371205072,9.073447054910387e-05
