component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Cirripedia nauplius,Clausocalanus brevipes,Copepoda nauplius indet,Euphausia crystallorophias,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Oikopleura sp.,Oithona similis,Pisces larvae,Rhincalanus gigas nauplius,Thysanoessa macrura F1
component_1,0.0,0.02727947643281965,0.0,0.0,0.0,0.007108612121705772,5.574685041063218e-05,0.04962462958468301,0.07303990139702388,0.0,31.087760762739773,0.2559404803022635,0.11513820493711063,0.36757969377697114,0.0,0.0
component_2,14.35789536644806,0.29055261321799536,0.11863679882762523,0.09566334226186943,1.4069591435796536,0.03235408646543791,0.0001267191443887993,2.947824282044642,0.23501883884902397,0.01190046415272868,0.35740922423981075,0.31805679752255106,6.363925754033459,0.0,0.044792930197431254,0.008890362385825253
