component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Cirripedia nauplius,Clausocalanus brevipes,Copepoda nauplius indet,Euphausia crystallorophias,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Oikopleura sp.,Oithona similis,Pisces larvae,Rhincalanus gigas nauplius,Thysanoessa macrura F1
component_1,0.0,0.0008529226935920217,0.0,0.0,0.0,0.00022225853980290238,1.7429863043230441e-06,0.00155156836818731,0.002283672474164348,0.0,0.9719928721065888,0.008002259295417086,0.0035999220194769736,0.011492781516466192,0.0,0.0
component_2,0.5399733635203865,0.010927135755953861,0.0044617062365521305,0.003597717866606967,0.052913079647439444,0.0012167761671530997,4.765668008553877e-06,0.11086211119509568,0.008838615247225986,0.00044755401066781675,0.01344148679457371,0.011961516250501902,0.2393352442607724,0.0,0.0016845776183298906,0.00033434976073215246
