component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.,Vibilia sp.
component_1,0.40395142226210556,0.0005514361100778588,0.16716956235477534,9.021448049611615e-05,1.5179357095148834e-05,0.04852731083238664,0.0,0.0,0.0,0.18800359936250471,1.0271229601592566e-05,0.0003566613083498555,0.0,0.0001628526524188429,0.0,0.00014392757703355732,0.0028467466856785697,0.018310467572317683,0.0,0.0,3.4201891042843025e-05,0.0003159240382602253,0.009432707700367384,0.002625312590406626,0.00014400830782486957,0.00016680414072064927,0.0,0.14346818552066973,0.006361876149057553,0.0033722270009133295,4.750803185845784e-05,0.00014384182583811197,0.0021775704295556504,5.3494732936616e-05,0.00013593253336107496,8.209858926296665e-05,0.00016011624532239876,0.0006772537156262008,9.63118371581753e-05,0.0003085144399758553,0.0,5.64584949997471e-05
component_2,0.15106441544146984,0.0,0.0,0.0,0.00020514194879307375,0.0,0.0018322540486605055,0.078991410713706,0.002746547348229323,0.08428907019385774,0.0,7.387744054819059e-05,4.5492091626409485e-06,0.0,8.900659639966235e-06,0.0,0.0,0.04689091389325366,0.04951361966706394,8.507517745054743e-06,0.0,5.731054348289471e-05,0.0,0.0,0.0005075901700526888,0.0008099152567754521,0.00111563299786361,0.5807484610848765,0.0,0.0,0.0,0.0,0.0004837221029632713,0.0001520411626907511,0.0,5.42376396386626e-05,0.0,0.00016434445115668644,0.0,2.03713211065115e-05,0.00024835485971713527,8.810327545710654e-06
