component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.,Vibilia sp.
component_1,29.71149556277803,0.04055931142904371,12.295680709134096,0.00663546899265399,0.0011164743484569381,3.569288040616121,0.0,0.0,0.0,13.828068922161,0.0007554710193196912,0.026233206015488342,0.0,0.011978162702419056,0.0,0.010586182720800608,0.2093843389540317,1.3467742556289624,0.0,0.0,0.0025156226168667616,0.02323689221931513,0.6937959307458508,0.1930973851854886,0.010592120644064798,0.012268803162323937,0.0,10.552393487381641,0.4679296681644554,0.24803454586998688,0.003494317880735192,0.010579875536019056,0.16016498665376458,0.003934652615845892,0.00999813007014044,0.006038527744096512,0.011776894077472365,0.04981346681246839,0.007083942683859112,0.022691900335600007,0.0,0.004152643687382986
component_2,6.424974550161752,0.0,0.0,0.0,0.00872496541501369,0.0,0.07792825065831427,3.3596118717552916,0.11681438518540334,3.5849285172136387,0.0,0.0031421077820747304,0.00019348403797091052,0.0,0.00037855713073997854,0.0,0.0,1.9943341886144563,2.105881423613835,0.00036183627254165996,0.0,0.002437495172224752,0.0,0.0,0.02158849862140022,0.034446794748867755,0.04744938506958692,24.700019998830438,0.0,0.0,0.0,0.0,0.02057335734433039,0.006466516935906489,0.0,0.002306800402469825,0.0,0.006989792487239493,0.0,0.0008664199260958385,0.010562869147101243,0.0003747151842103553
