component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Egg indet,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia superba,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperia spinigera,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Paralabidocera antarctica,Pelagobia longicirrata,Pisces larvae,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Vibilia antarctica
component_1,18.605443047545055,0.30621617399909473,0.0027486862740262784,0.3133943419683706,0.0,0.0021570592548642545,1.8663973303446637,0.17125362274802994,0.0,0.006295498577921998,1.5205125013554288,2.0252708054565463,0.0001726088762861726,0.002120569927095053,0.0,0.0,0.0,0.0,0.0,0.01176444407020664,0.0,0.0,0.726123068602726,0.0029603065939184246,0.0,0.0,0.022398022634844302,0.028601524941224466,0.0,0.0,0.27106177802355924,1.0933653491473891,19.765052900454755,0.0022492944869506215,0.0,0.011359229554207106,0.0,0.020536568401191925,0.0,0.0,0.0,0.026942240663425883,1.151637309237662,0.1452097835771225,0.0,0.06348018979636723,0.27105428770595535,0.005680377763247412,0.004351322009455141,0.0613219369054016,0.0,0.0006287807607240632,0.002421374508700559,0.0009184234362775765,0.0
component_2,3.9742561597017185,0.0,0.014792083699507394,0.5079963711834491,0.02020321222080636,0.01169378056325218,0.0,0.1501934289164319,0.0020155633858124924,0.0,0.0,0.009169661698631489,0.0037447467286736064,0.002653423958572148,0.032735531026753036,0.0034658996131887777,0.1751594935584017,0.028408129607523386,0.16895792075830945,0.058088343437228775,0.24378350736265025,23.513328769713542,0.0,0.0,0.0034658996131887777,0.0003011688351653783,0.05282118512348195,0.0034148212510804877,0.003307178113533644,0.023648853557549462,0.0,0.0,0.0,0.0,0.024840975441440667,0.0,0.0021346260260610658,0.02564943842773661,0.018575514114144608,0.02821319685662582,0.04464550404396182,0.21725304679400817,1.227258237167192,0.0020356987621973125,0.04454141543011751,0.034720426074112964,0.05338625097152993,0.0,0.0,0.06538822675437699,0.022572319900122463,0.0007900752021347829,0.0,0.004028315850916012,0.0092370856288956
