component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Egg indet,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia superba,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperia spinigera,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Paralabidocera antarctica,Pelagobia longicirrata,Pisces larvae,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Vibilia antarctica
component_1,0.3835295995393826,0.006312290778899297,5.6660975137369584e-05,0.006460260374659398,0.0,4.446527126963345e-05,0.03847361327861054,0.0035301945341681532,0.0,0.0001297743914144396,0.03134359924938306,0.041748605447911785,3.558131511827321e-06,4.371308615740471e-05,0.0,0.0,0.0,0.0,0.0,0.00024251035095050673,0.0,0.0,0.014968183719455,6.102328225014431e-05,0.0,0.0,0.000461709222922769,0.0005895872180464354,0.0,0.0,0.005587623735169585,0.022538456807351656,0.4074336098535612,4.6366593454496655e-05,0.0,0.000234157324330732,0.0,0.00042333750584141815,0.0,0.0,0.0,0.0005553829997991277,0.02373966558591638,0.0029933310377084875,0.0,0.0013085703849711437,0.005587469330971647,0.00011709439023856805,8.969744947693864e-05,0.0012640805082796032,0.0,1.296158509863533e-05,4.991382324428605e-05,1.8932232456007013e-05,0.0
component_2,0.12889670836467504,0.0,0.00047975037896509637,0.016475802634639602,0.0006552490451069376,0.0003792633797050336,0.0,0.004871210568063852,6.537059401603561e-05,0.0,0.0,0.00029739884956483085,0.0001214530487188425,8.605827113609741e-05,0.001061708663548966,0.00011240922419453795,0.005680932796288601,0.0009213584253415755,0.005479797718806381,0.0018839742489013382,0.007906609536462172,0.7626057705701489,0.0,0.0,0.00011240922419453795,9.767782939727317e-06,0.001713144956124057,0.00011075260406743682,0.00010726142344135571,0.0007670012343630973,0.0,0.0,0.0,0.0,0.0008056652209377836,0.0,6.923214239151838e-05,0.0008318860314695444,0.0006024580523451978,0.0009150361881898933,0.0014479837945273195,0.007046149389637256,0.039803560899848336,6.602364294730579e-05,0.0014446078974629036,0.0011260845939804966,0.0017314716881956366,0.0,0.0,0.002120730736962548,0.0007320861108003173,2.562444110884188e-05,0.0,0.00013065002168236923,0.0002995856040987171
