component,Appendicularia indet,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Cnidaria indet,Copepoda indet,Decapoda zoea indet,Egg mass,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausiidae metanauplius indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiella dilatata,Hyperiella sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces egg,Pisces larvae,Pleuromamma robusta,Polychaeta indet,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Thysanoessa macrura metanauplius,Tomopteris sp.
component_1,0.0,2.2781644675507455,0.28459131720679576,0.5633494778525153,0.002753316173142337,0.0031226043993839644,0.012816687503572339,0.01364972210980897,0.0034157489420671146,0.00016200937236714925,0.055001694482827955,0.018301712629451686,0.01985030198254578,0.0063169874975992696,0.02738499666759852,0.0038569243571804097,0.0,0.2736110377631097,0.018939725643415003,0.010545420384951838,0.0,0.0,0.009070303670741606,0.26036446763128734,0.667737195384219,24.537380658230724,0.07403585613270904,0.008898963817280725,0.0,0.013496175507599559,0.002774022203140403,0.0056048712027586475,0.0,0.0,0.0,0.20822823422605558,2.0591339066480887,0.03825494626386728,0.1389385703809979,0.16668863004168258,0.17799701516496536,0.2750197040085939,0.0,0.00439172799687749
component_2,0.008476157176282797,17.81563095032608,0.02617436366954708,0.031045862858693183,0.002945092842665775,0.025299474459793476,0.009503951676126082,0.0,0.0,0.00010215258809782487,0.010733547248833478,0.006192423770944049,0.06776754944124298,0.0026238614404481882,0.019060891758800446,0.0,0.01873639894473266,0.0,0.005052052304833006,0.0,0.011157767171843039,0.02300873243097938,0.005568954283113964,7.330988115084176,0.0,0.5177955825375012,0.09050502905169211,0.008101042607073792,0.24805754179983064,0.11837081879369817,0.00177755028629786,0.005286248909604717,0.023927283745163713,0.008449983143160441,0.025457922228592063,0.28329844093119216,6.338365872507476,0.0,0.0,0.0,0.0,0.28939485228078765,0.004832773452197087,0.010692245030855805
