component,Appendicularia indet,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Cnidaria indet,Copepoda indet,Decapoda zoea indet,Egg mass,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausiidae metanauplius indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiella dilatata,Hyperiella sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces egg,Pisces larvae,Pleuromamma robusta,Polychaeta indet,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Thysanoessa macrura metanauplius,Tomopteris sp.
component_1,0.0,0.07065423359401761,0.008826220271258893,0.017471532968842983,8.539043024603408e-05,9.684341222869474e-05,0.0003974924750505334,0.0004233279327180042,0.00010593489938449877,5.024504684666176e-06,0.0017058042232721085,0.0005676032164095977,0.0006156306505361383,0.00019591294510255803,0.0008493091605471637,0.00011961736668628418,0.0,0.008485681543791226,0.000587390339405617,0.00032705215353768385,0.0,0.0,0.0002813033753485921,0.008074856832167342,0.020708978852967692,0.7609941466060313,0.002296123369511287,0.00027598949823268534,0.0,0.000418565889566776,8.60326001600706e-05,0.00017382760764846796,0.0,0.0,0.0,0.006457921063835499,0.06386129277052972,0.0011864261548946594,0.004308994520255909,0.005169625622812716,0.005520340110485559,0.008529369449287992,0.0,0.00013620358854352885
component_2,0.0002538198582787855,0.5334918677076737,0.0007837954321719361,0.0009296732407210858,8.819126785838078e-05,0.0007575967373376003,0.00028459732604683177,0.0,0.0,3.0589752991310023e-06,0.00032141775864547343,0.00018543310267312593,0.0020293099145455257,7.85719430523582e-05,0.0005707813982524225,0.0,0.0005610644099561661,0.0,0.00015128449996394244,0.0,0.0003341210908864814,0.0006890001074008913,0.000166763210910739,0.21952759083098494,0.0,0.015505470066647199,0.0027101873136208374,0.0002425869935719642,0.007428122059934331,0.003544632765261721,5.3229022582778544e-05,0.00015829755408696634,0.00071650627081188,0.0002530360727449012,0.0007623414806669925,0.008483416320895864,0.1898033618324756,0.0,0.0,0.0,0.0,0.008665974316527809,0.0001447181602722578,0.00032018095723940394
