group_id,ship,n_segments,n_tows_merged,best_k,component,period_start,period_end,folder,year,topic_label,dominant_species,topic_idx
166,SA,80,2,2,component_2,2015-02-23,2015-02-25,group_0166_SA,2015,G166_component_2,Ctenocalanus sp.,354
167,SA,167,2,3,component_1,2015-02-26,2015-03-03,group_0167_SA,2015,G167_component_1,Foraminifera indet,355
167,SA,167,2,3,component_2,2015-02-26,2015-03-03,group_0167_SA,2015,G167_component_2,Calanus simillimus,356
167,SA,167,2,3,component_3,2015-02-26,2015-03-03,group_0167_SA,2015,G167_component_3,Calanoida indet (small),357
168,SA,72,1,3,component_1,2015-11-24,2015-11-25,group_0168_SA,2015,G168_component_1,Foraminifera indet,358
168,SA,72,1,3,component_2,2015-11-24,2015-11-25,group_0168_SA,2015,G168_component_2,Calanoida indet (small),359
168,SA,72,1,3,component_3,2015-11-24,2015-11-25,group_0168_SA,2015,G168_component_3,Metridia lucens,360
169,SA,8,1,2,component_1,2015-11-27,2015-11-28,group_0169_SA,2015,G169_component_1,Fritillaria sp.,361
169,SA,8,1,2,component_2,2015-11-27,2015-11-28,group_0169_SA,2015,G169_component_2,Foraminifera indet,362
170,SA,385,5,2,component_1,2016-02-04,2016-02-13,group_0170_SA,2016,G170_component_1,Fritillaria sp.,363
170,SA,385,5,2,component_2,2016-02-04,2016-02-13,group_0170_SA,2016,G170_component_2,Foraminifera indet,364
172,SA,50,1,2,component_1,2016-12-31,2017-01-02,group_0172_SA,2016,G172_component_1,Fritillaria sp.,365
172,SA,50,1,2,component_2,2016-12-31,2017-01-02,group_0172_SA,2016,G172_component_2,Pleuragramma antarctica,366
173,SA,385,4,2,component_1,2017-01-11,2017-01-19,group_0173_SA,2017,G173_component_1,Oithona similis,367
173,SA,385,4,2,component_2,2017-01-11,2017-01-19,group_0173_SA,2017,G173_component_2,Fritillaria sp.,368
174,SA,82,1,2,component_1,2017-11-18,2017-11-20,group_0174_SA,2017,G174_component_1,Oithona similis,369
174,SA,82,1,2,component_2,2017-11-18,2017-11-20,group_0174_SA,2017,G174_component_2,Foraminifera indet,370
175,SA,83,1,2,component_1,2017-11-22,2017-11-24,group_0175_SA,2017,G175_component_1,Oithona similis,371
175,SA,83,1,2,component_2,2017-11-22,2017-11-24,group_0175_SA,2017,G175_component_2,Foraminifera indet,372
176,SA,273,4,2,component_1,2018-01-28,2018-02-03,group_0176_SA,2018,G176_component_1,Oithona similis,373
176,SA,273,4,2,component_2,2018-01-28,2018-02-03,group_0176_SA,2018,G176_component_2,Copepoda nauplius indet,374
177,SA,49,1,2,component_1,2018-02-05,2018-02-06,group_0177_SA,2018,G177_component_1,Limacina sp.,375
177,SA,49,1,2,component_2,2018-02-05,2018-02-06,group_0177_SA,2018,G177_component_2,Globigerina bulloides,376
178,SA,60,2,2,component_1,2019-01-06,2019-01-08,group_0178_SA,2019,G178_component_1,Oithona similis,377
178,SA,60,2,2,component_2,2019-01-06,2019-01-08,group_0178_SA,2019,G178_component_2,Euphausiidae metanauplius indet,378
179,SA,48,1,2,component_1,2019-01-19,2019-01-20,group_0179_SA,2019,G179_component_1,Copepoda nauplius indet,379
179,SA,48,1,2,component_2,2019-01-19,2019-01-20,group_0179_SA,2019,G179_component_2,Oithona similis,380
180,SA,367,4,3,component_1,2019-01-23,2019-01-31,group_0180_SA,2019,G180_component_1,Oithona similis,381
180,SA,367,4,3,component_2,2019-01-23,2019-01-31,group_0180_SA,2019,G180_component_2,Calanus simillimus,382
180,SA,367,4,3,component_3,2019-01-23,2019-01-31,group_0180_SA,2019,G180_component_3,Copepoda nauplius indet,383
181,SA,223,3,2,component_1,2019-11-19,2019-11-25,group_0181_SA,2019,G181_component_1,Oithona similis,384
181,SA,223,3,2,component_2,2019-11-19,2019-11-25,group_0181_SA,2019,G181_component_2,Fritillaria sp.,385
182,SA,32,1,2,component_1,2020-11-23,2020-11-23,group_0182_SA,2020,G182_component_1,Oithona similis,386
182,SA,32,1,2,component_2,2020-11-23,2020-11-23,group_0182_SA,2020,G182_component_2,Clausocalanus sp.,387
183,SA,67,1,2,component_1,2020-11-26,2020-11-27,group_0183_SA,2020,G183_component_1,Copepoda nauplius indet,388
183,SA,67,1,2,component_2,2020-11-26,2020-11-27,group_0183_SA,2020,G183_component_2,Oithona similis,389
184,SA,12,1,2,component_1,2021-01-14,2021-01-15,group_0184_SA,2021,G184_component_1,Euphausia superba,390
184,SA,12,1,2,component_2,2021-01-14,2021-01-15,group_0184_SA,2021,G184_component_2,Euphausia superba,391
185,SA,25,1,2,component_1,2021-01-27,2021-01-28,group_0185_SA,2021,G185_component_1,Oithona similis,392
185,SA,25,1,2,component_2,2021-01-27,2021-01-28,group_0185_SA,2021,G185_component_2,Limacina sp.,393
186,SA,234,3,2,component_1,2021-02-01,2021-02-06,group_0186_SA,2021,G186_component_1,Copepoda nauplius indet,394
186,SA,234,3,2,component_2,2021-02-01,2021-02-06,group_0186_SA,2021,G186_component_2,Oithona similis,395
187,SA,148,2,2,component_1,2021-11-17,2021-11-20,group_0187_SA,2021,G187_component_1,Globigerina bulloides,396
187,SA,148,2,2,component_2,2021-11-17,2021-11-20,group_0187_SA,2021,G187_component_2,Ctenocalanus sp.,397
188,SA,58,1,3,component_1,2022-01-06,2022-01-07,group_0188_SA,2022,G188_component_1,Globigerina bulloides,398
188,SA,58,1,3,component_2,2022-01-06,2022-01-07,group_0188_SA,2022,G188_component_2,Euphausia superba,399
188,SA,58,1,3,component_3,2022-01-06,2022-01-07,group_0188_SA,2022,G188_component_3,Limacina sp.,400
189,SA,72,1,2,component_1,2022-02-01,2022-02-04,group_0189_SA,2022,G189_component_1,Neocalanus tonsus,401
189,SA,72,1,2,component_2,2022-02-01,2022-02-04,group_0189_SA,2022,G189_component_2,Calanoida indet (small),402
190,SA,144,2,2,component_1,2022-11-24,2022-11-27,group_0190_SA,2022,G190_component_1,Oithona similis,403
190,SA,144,2,2,component_2,2022-11-24,2022-11-27,group_0190_SA,2022,G190_component_2,Calanoida indet (small),404
191,SA,208,3,2,component_1,2023-01-10,2023-01-14,group_0191_SA,2023,G191_component_1,Oithona similis,405
191,SA,208,3,2,component_2,2023-01-10,2023-01-14,group_0191_SA,2023,G191_component_2,Copepoda indet,406
192,SH,110,3,2,component_1,1999-12-07,1999-12-09,group_0192_SH,1999,G192_component_1,Oithona similis,407
192,SH,110,3,2,component_2,1999-12-07,1999-12-09,group_0192_SH,1999,G192_component_2,Calanoida indet (small),408
193,SH,275,5,2,component_1,2000-03-09,2000-03-16,group_0193_SH,2000,G193_component_1,Limacina sp.,409
193,SH,275,5,2,component_2,2000-03-09,2000-03-16,group_0193_SH,2000,G193_component_2,Oithona similis,410
194,SH,61,1,2,component_1,2000-12-06,2000-12-07,group_0194_SH,2000,G194_component_1,Oithona similis,411
194,SH,61,1,2,component_2,2000-12-06,2000-12-07,group_0194_SH,2000,G194_component_2,Calanoida indet (small),412
195,SH,188,3,2,component_1,2000-12-08,2000-12-11,group_0195_SH,2000,G195_component_1,Oithona similis,413
195,SH,188,3,2,component_2,2000-12-08,2000-12-11,group_0195_SH,2000,G195_component_2,Nauplius indet,414
196,SH,138,3,2,component_1,2001-03-14,2001-03-16,group_0196_SH,2001,G196_component_1,Limacina sp.,415
196,SH,138,3,2,component_2,2001-03-14,2001-03-16,group_0196_SH,2001,G196_component_2,Calanoida indet (small),416
197,SH,98,2,2,component_1,2001-12-06,2001-12-08,group_0197_SH,2001,G197_component_1,Oithona similis,417
197,SH,98,2,2,component_2,2001-12-06,2001-12-08,group_0197_SH,2001,G197_component_2,Calanoida indet (small),418
198,SH,111,2,2,component_1,2002-03-05,2002-03-07,group_0198_SH,2002,G198_component_1,Calanoida indet (small),419
198,SH,111,2,2,component_2,2002-03-05,2002-03-07,group_0198_SH,2002,G198_component_2,Fritillaria sp.,420
199,SH,59,2,2,component_1,2002-03-10,2002-03-11,group_0199_SH,2002,G199_component_1,Oithona similis,421
199,SH,59,2,2,component_2,2002-03-10,2002-03-11,group_0199_SH,2002,G199_component_2,Ctenocalanus citer,422
200,SH,217,4,2,component_1,2002-03-13,2002-03-17,group_0200_SH,2002,G200_component_1,Calanus simillimus,423
200,SH,217,4,2,component_2,2002-03-13,2002-03-17,group_0200_SH,2002,G200_component_2,Oithona similis,424
201,SH,130,2,2,component_1,2002-12-07,2002-12-09,group_0201_SH,2002,G201_component_1,Calanoida indet (small),425
201,SH,130,2,2,component_2,2002-12-07,2002-12-09,group_0201_SH,2002,G201_component_2,Foraminifera indet,426
202,SH,63,1,2,component_1,2003-03-14,2003-03-15,group_0202_SH,2003,G202_component_1,Calanoida indet (small),427
202,SH,63,1,2,component_2,2003-03-14,2003-03-15,group_0202_SH,2003,G202_component_2,Oithona similis,428
203,SH,59,1,2,component_1,2003-03-17,2003-03-17,group_0203_SH,2003,G203_component_1,Calanoida indet (small),429
203,SH,59,1,2,component_2,2003-03-17,2003-03-17,group_0203_SH,2003,G203_component_2,Oithona similis,430
204,SH,124,2,2,component_1,2004-03-11,2004-03-14,group_0204_SH,2004,G204_component_1,Oithona similis,431
204,SH,124,2,2,component_2,2004-03-11,2004-03-14,group_0204_SH,2004,G204_component_2,Foraminifera indet,432
205,SH,173,3,2,component_1,2004-12-06,2004-12-09,group_0205_SH,2004,G205_component_1,Oithona similis,433
205,SH,173,3,2,component_2,2004-12-06,2004-12-09,group_0205_SH,2004,G205_component_2,Calanoida indet (small),434
206,SH,171,3,2,component_1,2005-03-14,2005-03-17,group_0206_SH,2005,G206_component_1,Calanoida indet (small),435
206,SH,171,3,2,component_2,2005-03-14,2005-03-17,group_0206_SH,2005,G206_component_2,Oithona similis,436
207,SH,124,2,2,component_1,2005-12-07,2005-12-09,group_0207_SH,2005,G207_component_1,Oithona similis,437
207,SH,124,2,2,component_2,2005-12-07,2005-12-09,group_0207_SH,2005,G207_component_2,Calanoida indet (small),438
208,SH,156,3,2,component_1,2006-03-13,2006-03-16,group_0208_SH,2006,G208_component_1,Calanoida indet (small),439
208,SH,156,3,2,component_2,2006-03-13,2006-03-16,group_0208_SH,2006,G208_component_2,Oithona similis,440
209,SH,180,3,2,component_1,2006-12-06,2006-12-09,group_0209_SH,2006,G209_component_1,Oithona similis,441
209,SH,180,3,2,component_2,2006-12-06,2006-12-09,group_0209_SH,2006,G209_component_2,Calanoida indet (small),442
210,SH,99,2,2,component_1,2007-03-12,2007-03-14,group_0210_SH,2007,G210_component_1,Oithona similis,443
210,SH,99,2,2,component_2,2007-03-12,2007-03-14,group_0210_SH,2007,G210_component_2,Oithona similis,444
211,SH,116,2,2,component_1,2007-03-15,2007-03-17,group_0211_SH,2007,G211_component_1,Clausocalanus laticeps,445
211,SH,116,2,2,component_2,2007-03-15,2007-03-17,group_0211_SH,2007,G211_component_2,Oithona similis,446
212,SH,21,1,2,component_1,2007-12-06,2007-12-06,group_0212_SH,2007,G212_component_1,Calanoida indet (small),447
212,SH,21,1,2,component_2,2007-12-06,2007-12-06,group_0212_SH,2007,G212_component_2,Neocalanus tonsus,448
213,SH,47,1,2,component_1,2007-12-08,2007-12-09,group_0213_SH,2007,G213_component_1,Oithona similis,449
213,SH,47,1,2,component_2,2007-12-08,2007-12-09,group_0213_SH,2007,G213_component_2,Ctenocalanus citer,450
214,SH,107,2,2,component_1,2008-03-12,2008-03-13,group_0214_SH,2008,G214_component_1,Ctenocalanus citer,451
214,SH,107,2,2,component_2,2008-03-12,2008-03-13,group_0214_SH,2008,G214_component_2,Calanus simillimus,452
215,SH,44,1,2,component_1,2008-03-15,2008-03-15,group_0215_SH,2008,G215_component_1,Ctenocalanus citer,453
215,SH,44,1,2,component_2,2008-03-15,2008-03-15,group_0215_SH,2008,G215_component_2,Fritillaria sp.,454
216,SH2,165,3,2,component_1,2009-12-02,2009-12-05,group_0216_SH2,2009,G216_component_1,Calanoida indet (small),455
216,SH2,165,3,2,component_2,2009-12-02,2009-12-05,group_0216_SH2,2009,G216_component_2,Oithona similis,456
217,SH2,184,3,2,component_1,2010-03-07,2010-03-12,group_0217_SH2,2010,G217_component_1,Foraminifera indet,457
217,SH2,184,3,2,component_2,2010-03-07,2010-03-12,group_0217_SH2,2010,G217_component_2,Ctenocalanus citer,458
218,SH2,177,4,2,component_1,2010-12-03,2010-12-06,group_0218_SH2,2010,G218_component_1,Ctenocalanus sp.,459
218,SH2,177,4,2,component_2,2010-12-03,2010-12-06,group_0218_SH2,2010,G218_component_2,Oithona similis,460
219,SH2,147,3,2,component_1,2011-03-10,2011-03-13,group_0219_SH2,2011,G219_component_1,Ctenocalanus sp.,461
219,SH2,147,3,2,component_2,2011-03-10,2011-03-13,group_0219_SH2,2011,G219_component_2,Calanoida indet (small),462
220,SH2,182,4,2,component_1,2011-12-03,2011-12-06,group_0220_SH2,2011,G220_component_1,Calanoida indet (small),463
220,SH2,182,4,2,component_2,2011-12-03,2011-12-06,group_0220_SH2,2011,G220_component_2,Oithona similis,464
221,SH2,185,3,2,component_1,2012-03-10,2012-03-13,group_0221_SH2,2012,G221_component_1,Calanoida indet (small),465
221,SH2,185,3,2,component_2,2012-03-10,2012-03-13,group_0221_SH2,2012,G221_component_2,Oithona similis,466
222,SH2,184,3,2,component_1,2012-12-03,2012-12-06,group_0222_SH2,2012,G222_component_1,Calanoida indet (small),467
222,SH2,184,3,2,component_2,2012-12-03,2012-12-06,group_0222_SH2,2012,G222_component_2,Oithona similis,468
223,SH2,37,1,2,component_1,2013-03-10,2013-03-10,group_0223_SH2,2013,G223_component_1,Oithona similis,469
223,SH2,37,1,2,component_2,2013-03-10,2013-03-10,group_0223_SH2,2013,G223_component_2,Limacina sp.,470
224,SH2,82,1,2,component_1,2013-03-12,2013-03-13,group_0224_SH2,2013,G224_component_1,Calanoida indet (small),471
224,SH2,82,1,2,component_2,2013-03-12,2013-03-13,group_0224_SH2,2013,G224_component_2,Fritillaria sp.,472
225,SH2,108,2,2,component_1,2013-12-01,2013-12-02,group_0225_SH2,2013,G225_component_1,Calanoida indet (small),473
225,SH2,108,2,2,component_2,2013-12-01,2013-12-02,group_0225_SH2,2013,G225_component_2,Oithona similis,474
226,SH2,171,4,2,component_1,2014-03-06,2014-03-10,group_0226_SH2,2014,G226_component_1,Oithona similis,475
226,SH2,171,4,2,component_2,2014-03-06,2014-03-10,group_0226_SH2,2014,G226_component_2,Calanoida indet (small),476
227,SH2,177,3,2,component_1,2014-12-03,2014-12-06,group_0227_SH2,2014,G227_component_1,Oithona similis,477
227,SH2,177,3,2,component_2,2014-12-03,2014-12-06,group_0227_SH2,2014,G227_component_2,Calanoida indet (small),478
228,SH2,167,3,2,component_1,2015-02-28,2015-03-03,group_0228_SH2,2015,G228_component_1,Calanoida indet (small),479
228,SH2,167,3,2,component_2,2015-02-28,2015-03-03,group_0228_SH2,2015,G228_component_2,Oithona similis,480
229,SH2,177,3,2,component_1,2015-12-09,2015-12-13,group_0229_SH2,2015,G229_component_1,Calanoida indet (small),481
229,SH2,177,3,2,component_2,2015-12-09,2015-12-13,group_0229_SH2,2015,G229_component_2,Oithona similis,482
230,SH2,170,3,2,component_1,2016-03-16,2016-03-20,group_0230_SH2,2016,G230_component_1,Calanus simillimus,483
230,SH2,170,3,2,component_2,2016-03-16,2016-03-20,group_0230_SH2,2016,G230_component_2,Oithona similis,484
231,SH2,179,3,2,component_1,2016-12-05,2016-12-08,group_0231_SH2,2016,G231_component_1,Oithona similis,485
231,SH2,179,3,2,component_2,2016-12-05,2016-12-08,group_0231_SH2,2016,G231_component_2,Calanoida indet (small),486
232,SH2,169,3,2,component_1,2017-03-12,2017-03-15,group_0232_SH2,2017,G232_component_1,Calanoida indet (small),487
232,SH2,169,3,2,component_2,2017-03-12,2017-03-15,group_0232_SH2,2017,G232_component_2,Oithona similis,488
233,SH2,121,2,2,component_1,2017-12-06,2017-12-08,group_0233_SH2,2017,G233_component_1,Oithona similis,489
233,SH2,121,2,2,component_2,2017-12-06,2017-12-08,group_0233_SH2,2017,G233_component_2,Calanoida indet (small),490
234,SH2,48,1,2,component_1,2018-03-11,2018-03-11,group_0234_SH2,2018,G234_component_1,Calanoida indet (small),491
234,SH2,48,1,2,component_2,2018-03-11,2018-03-11,group_0234_SH2,2018,G234_component_2,Calanoida indet (small),492
235,SH2,117,2,2,component_1,2018-12-04,2018-12-05,group_0235_SH2,2018,G235_component_1,Oithona similis,493
235,SH2,117,2,2,component_2,2018-12-04,2018-12-05,group_0235_SH2,2018,G235_component_2,Calanoida indet (small),494
236,SH2,49,1,2,component_1,2019-03-10,2019-03-11,group_0236_SH2,2019,G236_component_1,Calanoida indet (small),495
236,SH2,49,1,2,component_2,2019-03-10,2019-03-11,group_0236_SH2,2019,G236_component_2,Calanoides acutus,496
237,SH2,180,3,2,component_1,2019-12-05,2019-12-07,group_0237_SH2,2019,G237_component_1,Oithona similis,497
237,SH2,180,3,2,component_2,2019-12-05,2019-12-07,group_0237_SH2,2019,G237_component_2,Calanoida indet (small),498
238,SH2,60,1,2,component_1,2020-03-13,2020-03-14,group_0238_SH2,2020,G238_component_1,Calanoida indet (small),499
238,SH2,60,1,2,component_2,2020-03-13,2020-03-14,group_0238_SH2,2020,G238_component_2,Neocalanus tonsus,500
239,SH2,60,1,2,component_1,2021-12-01,2021-12-02,group_0239_SH2,2021,G239_component_1,Calanoida indet (small),501
239,SH2,60,1,2,component_2,2021-12-01,2021-12-02,group_0239_SH2,2021,G239_component_2,Oithona similis,502
240,SH2,60,1,2,component_1,2022-12-06,2022-12-07,group_0240_SH2,2022,G240_component_1,Oithona similis,503
240,SH2,60,1,2,component_2,2022-12-06,2022-12-07,group_0240_SH2,2022,G240_component_2,Ctenocalanus sp.,504
241,TA,100,1,2,component_1,2002-02-07,2002-02-09,group_0241_TA,2002,G241_component_1,Foraminifera indet,505
241,TA,100,1,2,component_2,2002-02-07,2002-02-09,group_0241_TA,2002,G241_component_2,Foraminifera indet,506
242,TA,63,1,2,component_1,2002-02-11,2002-02-12,group_0242_TA,2002,G242_component_1,Oithona similis,507
242,TA,63,1,2,component_2,2002-02-11,2002-02-12,group_0242_TA,2002,G242_component_2,Fritillaria sp.,508
243,TA,47,5,2,component_1,2002-02-19,2002-02-22,group_0243_TA,2002,G243_component_1,Oithona similis,509
243,TA,47,5,2,component_2,2002-02-19,2002-02-22,group_0243_TA,2002,G243_component_2,Ctenocalanus citer,510
244,TA,115,2,2,component_1,2002-02-25,2002-02-27,group_0244_TA,2002,G244_component_1,Oithona similis,511
244,TA,115,2,2,component_2,2002-02-25,2002-02-27,group_0244_TA,2002,G244_component_2,Fritillaria sp.,512
245,TA,128,2,2,component_1,2002-02-28,2002-03-03,group_0245_TA,2002,G245_component_1,Foraminifera indet,513
245,TA,128,2,2,component_2,2002-02-28,2002-03-03,group_0245_TA,2002,G245_component_2,Ctenocalanus citer,514
246,TA,363,5,2,component_1,2006-01-30,2006-02-06,group_0246_TA,2006,G246_component_1,Calanoida indet (small),515
246,TA,363,5,2,component_2,2006-01-30,2006-02-06,group_0246_TA,2006,G246_component_2,Calanus simillimus,516
247,TA,64,2,2,component_1,2006-02-18,2006-02-20,group_0247_TA,2006,G247_component_1,Limacina sp.,517
247,TA,64,2,2,component_2,2006-02-18,2006-02-20,group_0247_TA,2006,G247_component_2,Calanoida indet (small),518
248,TA,70,1,2,component_1,2006-03-06,2006-03-07,group_0248_TA,2006,G248_component_1,Oithona similis,519
248,TA,70,1,2,component_2,2006-03-06,2006-03-07,group_0248_TA,2006,G248_component_2,Calanoida indet (small),520
249,TA,87,1,2,component_1,2006-03-11,2006-03-13,group_0249_TA,2006,G249_component_1,Oithona similis,521
249,TA,87,1,2,component_2,2006-03-11,2006-03-13,group_0249_TA,2006,G249_component_2,Calanus simillimus,522
250,TA,287,5,2,component_1,2008-01-31,2008-02-06,group_0250_TA,2008,G250_component_1,Calanoida indet (small),523
250,TA,287,5,2,component_2,2008-01-31,2008-02-06,group_0250_TA,2008,G250_component_2,Oithona similis,524
251,TA,201,3,2,component_1,2008-03-14,2008-03-18,group_0251_TA,2008,G251_component_1,Calanoida indet (small),525
251,TA,201,3,2,component_2,2008-03-14,2008-03-18,group_0251_TA,2008,G251_component_2,Oithona similis,526
252,TA,399,5,2,component_1,2010-02-02,2010-02-09,group_0252_TA,2010,G252_component_1,Calanus simillimus,527
252,TA,399,5,2,component_2,2010-02-02,2010-02-09,group_0252_TA,2010,G252_component_2,Calanoida indet (small),528
253,TA,235,5,2,component_1,2013-02-05,2013-02-09,group_0253_TA,2013,G253_component_1,Calanus simillimus,529
253,TA,235,5,2,component_2,2013-02-05,2013-02-09,group_0253_TA,2013,G253_component_2,Calanoida indet (small),530
254,TA,37,7,2,component_1,2013-02-11,2013-02-14,group_0254_TA,2013,G254_component_1,Calanoida indet (small),531
254,TA,37,7,2,component_2,2013-02-11,2013-02-14,group_0254_TA,2013,G254_component_2,Oithona similis,532
255,UM,274,4,2,component_1,2005-01-02,2005-01-06,group_0255_UM,2005,G255_component_1,Oithona similis,533
255,UM,274,4,2,component_2,2005-01-02,2005-01-06,group_0255_UM,2005,G255_component_2,Foraminifera indet,534
256,UM,358,6,2,component_1,2005-01-15,2005-01-20,group_0256_UM,2005,G256_component_1,Foraminifera indet,535
256,UM,358,6,2,component_2,2005-01-15,2005-01-20,group_0256_UM,2005,G256_component_2,Calanoida indet (small),536
257,UM,218,5,2,component_1,2005-02-01,2005-02-04,group_0257_UM,2005,G257_component_1,Calanoida indet (small),537
257,UM,218,5,2,component_2,2005-02-01,2005-02-04,group_0257_UM,2005,G257_component_2,Copepoda indet,538
258,UM,199,4,2,component_1,2005-02-15,2005-02-18,group_0258_UM,2005,G258_component_1,Calanus simillimus,539
258,UM,199,4,2,component_2,2005-02-15,2005-02-18,group_0258_UM,2005,G258_component_2,Calanoida indet (small),540
259,UM,203,4,2,component_1,2006-01-06,2006-01-09,group_0259_UM,2006,G259_component_1,Oithona similis,541
259,UM,203,4,2,component_2,2006-01-06,2006-01-09,group_0259_UM,2006,G259_component_2,Foraminifera indet,542
260,UM,299,11,2,component_1,2006-01-20,2006-01-26,group_0260_UM,2006,G260_component_1,Oithona similis,543
260,UM,299,11,2,component_2,2006-01-20,2006-01-26,group_0260_UM,2006,G260_component_2,Calanus simillimus,544
261,UM,279,4,2,component_1,2007-12-26,2007-12-30,group_0261_UM,2007,G261_component_1,Oithona similis,545
261,UM,279,4,2,component_2,2007-12-26,2007-12-30,group_0261_UM,2007,G261_component_2,Fritillaria sp.,546
262,UM,405,7,2,component_1,2008-01-10,2008-01-16,group_0262_UM,2008,G262_component_1,Oithona similis,547
262,UM,405,7,2,component_2,2008-01-10,2008-01-16,group_0262_UM,2008,G262_component_2,Foraminifera indet,548
263,UM,269,4,2,component_1,2008-01-25,2008-01-28,group_0263_UM,2008,G263_component_1,Oithona similis,549
263,UM,269,4,2,component_2,2008-01-25,2008-01-28,group_0263_UM,2008,G263_component_2,Calanus simillimus,550
264,UM,249,6,2,component_1,2008-02-12,2008-02-16,group_0264_UM,2008,G264_component_1,Oithona similis,551
264,UM,249,6,2,component_2,2008-02-12,2008-02-16,group_0264_UM,2008,G264_component_2,Ctenocalanus citer,552
265,UM,211,3,2,component_1,2009-01-09,2009-01-12,group_0265_UM,2009,G265_component_1,Oithona similis,553
265,UM,211,3,2,component_2,2009-01-09,2009-01-12,group_0265_UM,2009,G265_component_2,Calanoida indet (small),554
266,UM,303,5,2,component_1,2009-01-27,2009-02-02,group_0266_UM,2009,G266_component_1,Oithona similis,555
266,UM,303,5,2,component_2,2009-01-27,2009-02-02,group_0266_UM,2009,G266_component_2,Calanus simillimus,556
267,UM,185,5,2,component_1,2010-12-27,2010-12-30,group_0267_UM,2010,G267_component_1,Ctenocalanus sp.,557
267,UM,185,5,2,component_2,2010-12-27,2010-12-30,group_0267_UM,2010,G267_component_2,Calanus simillimus,558
268,UM,49,2,2,component_1,2011-01-16,2011-01-16,group_0268_UM,2011,G268_component_1,Oithona similis,559
268,UM,49,2,2,component_2,2011-01-16,2011-01-16,group_0268_UM,2011,G268_component_2,Calanoida indet (small),560
269,UM,60,1,2,component_1,2011-12-29,2011-12-29,group_0269_UM,2011,G269_component_1,Calanoida indet (small),561
269,UM,60,1,2,component_2,2011-12-29,2011-12-29,group_0269_UM,2011,G269_component_2,Neocalanus tonsus,562
270,UM,121,3,2,component_1,2011-12-31,2012-01-02,group_0270_UM,2011,G270_component_1,Oithona similis,563
270,UM,121,3,2,component_2,2011-12-31,2012-01-02,group_0270_UM,2011,G270_component_2,Calanoida indet (small),564
271,UM,167,4,2,component_1,2012-01-27,2012-01-30,group_0271_UM,2012,G271_component_1,Calanoida indet (small),565
271,UM,167,4,2,component_2,2012-01-27,2012-01-30,group_0271_UM,2012,G271_component_2,Calanus simillimus,566
272,UM,180,4,2,component_1,2013-01-03,2013-01-06,group_0272_UM,2013,G272_component_1,Calanoida indet (small),567
272,UM,180,4,2,component_2,2013-01-03,2013-01-06,group_0272_UM,2013,G272_component_2,Oithona similis,568
273,UM,207,3,2,component_1,2013-01-18,2013-01-21,group_0273_UM,2013,G273_component_1,Oithona similis,569
273,UM,207,3,2,component_2,2013-01-18,2013-01-21,group_0273_UM,2013,G273_component_2,Calanoida indet (small),570
274,UM,150,3,2,component_1,2014-01-14,2014-01-17,group_0274_UM,2014,G274_component_1,Calanoida indet (small),571
274,UM,150,3,2,component_2,2014-01-14,2014-01-17,group_0274_UM,2014,G274_component_2,Oithona similis,572
275,UM,211,3,2,component_1,2014-01-29,2014-02-01,group_0275_UM,2014,G275_component_1,Calanoida indet (small),573
275,UM,211,3,2,component_2,2014-01-29,2014-02-01,group_0275_UM,2014,G275_component_2,Oithona similis,574
276,UM,177,5,2,component_1,2015-01-14,2015-01-18,group_0276_UM,2015,G276_component_1,Calanoida indet (small),575
276,UM,177,5,2,component_2,2015-01-14,2015-01-18,group_0276_UM,2015,G276_component_2,Oithona similis,576
277,UM,204,5,2,component_1,2015-01-29,2015-02-02,group_0277_UM,2015,G277_component_1,Calanoida indet (small),577
277,UM,204,5,2,component_2,2015-01-29,2015-02-02,group_0277_UM,2015,G277_component_2,Oithona similis,578
278,UM,174,5,2,component_1,2016-01-19,2016-01-23,group_0278_UM,2016,G278_component_1,Calanoida indet (small),579
278,UM,174,5,2,component_2,2016-01-19,2016-01-23,group_0278_UM,2016,G278_component_2,Oithona similis,580
279,UM,229,4,2,component_1,2016-01-30,2016-02-03,group_0279_UM,2016,G279_component_1,Oithona similis,581
279,UM,229,4,2,component_2,2016-01-30,2016-02-03,group_0279_UM,2016,G279_component_2,Calanoida indet (small),582
280,UM,170,6,2,component_1,2017-01-03,2017-01-06,group_0280_UM,2017,G280_component_1,Oithona similis,583
280,UM,170,6,2,component_2,2017-01-03,2017-01-06,group_0280_UM,2017,G280_component_2,Calanoida indet (small),584
281,UM,186,3,2,component_1,2017-01-22,2017-01-24,group_0281_UM,2017,G281_component_1,Oithona similis,585
281,UM,186,3,2,component_2,2017-01-22,2017-01-24,group_0281_UM,2017,G281_component_2,Calanus simillimus,586
282,UM,176,4,2,component_1,2018-01-03,2018-01-07,group_0282_UM,2018,G282_component_1,Calanoida indet (small),587
282,UM,176,4,2,component_2,2018-01-03,2018-01-07,group_0282_UM,2018,G282_component_2,Oithona similis,588
283,UM,215,3,2,component_1,2018-01-16,2018-01-19,group_0283_UM,2018,G283_component_1,Oithona similis,589
283,UM,215,3,2,component_2,2018-01-16,2018-01-19,group_0283_UM,2018,G283_component_2,Calanoida indet (small),590
284,UM,182,4,2,component_1,2019-01-05,2019-01-09,group_0284_UM,2019,G284_component_1,Calanoida indet (small),591
284,UM,182,4,2,component_2,2019-01-05,2019-01-09,group_0284_UM,2019,G284_component_2,Oithona similis,592
