component,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Egg mass,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia spinifera calyptopis,Euphausia superba,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Evadne sp.,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Metridia sp.,Neocalanus tonsus,Noctiluca scintillans,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces egg,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa fusiformis,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,0.48545479208718606,5.624147345103073e-05,0.0,1.2452582192608458e-06,0.012281232070536609,3.2769293135244065e-07,0.0005915036419141369,0.03254627355510031,0.00922042521281914,5.588839316082384e-06,1.1335240829207251e-05,0.00010694586361206226,0.020272953436658792,0.0,0.00013756128089917875,3.633861145859145e-05,3.202288472928414e-05,0.009080747847847365,7.591748444805423e-06,4.006015633527635e-05,0.00016839870827725818,3.2010732509982236e-05,0.0013736751906844983,0.00011570569790126008,0.0,0.0,6.122190085688895e-05,0.00011061970814026777,0.00016361068163728824,0.0005664053224962296,0.0016610842551102417,0.0007790731447596757,0.00071635700527072,0.0001599673110295592,2.8244083521456953e-07,0.03962827241938616,0.23956216085240936,6.572342402883066e-05,8.027788839173384e-05,0.0007274661651374419,0.016637105054449926,0.0,0.002835316018856801,1.5935364704126188e-05,0.006623562234141927,0.00038050471458084717,0.005531828070975514,0.08794341304443576,2.3355235471459736e-05,0.004995616461904276,7.716211962520565e-05,0.000918167948717325,1.8055839664090843e-05,0.00012031126691634971,7.299545914465254e-05,2.5780916008038064e-05,8.132658399233706e-05,0.0,0.0005135901042737771,0.00011417769941968496,0.0,2.6179117352583452e-05,0.0006634175184482954,0.010202627671833324,0.0,0.0010665852530872203,2.609510749856425e-05,0.00011841895433095071,5.0262976187092384e-05,8.64149021651309e-06,0.0013164215731209185,0.0,0.0,5.874887226058758e-06,0.0006203608877238936,4.891597674872153e-05,0.0005691135576402471,0.0008877914737291173,0.000874354727524075,0.00020339771215146488,3.0299723617732987e-05,1.7329834855485083e-05,0.00025497168397152346,0.00021053045831827133,1.4705525984666597e-05
component_2,0.03192586306243192,0.0,0.00010593384231342234,9.362344526954044e-06,3.317938837291408e-05,1.0036062459980053e-06,0.0,0.02248519346712064,0.003045124482888055,0.0,0.0,3.508872963674786e-05,0.09168079470129818,4.09164425712724e-06,0.0,8.179184629574401e-06,0.0,0.0012551993992285255,2.0424953883265608e-05,0.0,0.0,0.0,0.0,0.0,4.4689427528540536e-05,0.0001233774021326081,0.0,0.0,0.0,0.0,0.0,4.6211344038205864e-05,0.0,0.0,2.7171081604439945e-06,0.16776782944254484,0.014380361292370846,0.0,9.535266517912487e-05,0.0,0.0038586393458119217,1.5297227409814197e-06,0.0,8.621655615769286e-06,0.0,0.0036151865303783136,0.0,0.6180165673555313,0.00010119052538211322,0.0,1.8629407355445908e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.538933638860781e-05,0.0,7.289358146546694e-05,7.447306253158729e-06,4.0125302412177805e-05,0.0,0.03846799228551222,1.0063892919356302e-05,0.0,7.007142756005098e-06,0.0,0.0,1.9653178166545925e-05,0.0007726938467681664,3.9913102110778047e-05,1.083069430825939e-05,9.293132227020527e-05,0.0014253595237834387,0.0,0.0,0.0,0.0,0.00021315959140936992,3.3410996028407105e-05,7.868658442247539e-07,0.0,0.0,0.0
