component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.11457751117141579,0.00022716069491649822,0.03274691163170401,0.0001268183006441089,0.0,0.05891551047456412,0.059503241811743664,0.03582818811146759,0.4938366042771899,7.750255010427328e-05,5.6318980125131506e-05,0.0002685291549730782,8.787434913195697e-05,0.0,0.00048552191570766387,0.0005914373595969512,4.818800944912333e-06,0.0013195633978358484,0.0012651478220293286,7.965301697346513e-05,0.025873307955345447,0.007937696783187833,2.354079923863233e-05,0.0,0.000481870103959035,0.0028616145466107664,0.008532272253308593,0.0003027381600720975,0.0008581553163213091,0.0,0.0963208314545933,0.006251534696239292,0.00019607057823262168,6.980953716542818e-05,0.0,0.0005601107538866771,0.0006279732462837196,0.04049682525915008,0.0003689475090171976,2.362149210958654e-05,0.0,4.9133152130729855e-06,0.0017773824472430983,0.0,0.0003113423506813761,0.0027089427820776186,0.00029144270697107385,0.002188499233937451,0.0006554753798669512,0.0002767675182195035
component_2,0.1117392671830879,0.0,0.007960932395572233,0.0,5.341524673726372e-05,0.016706080790983877,0.0,0.0857548018761531,0.006348074654356903,0.0,0.0,0.0,4.2052584865973553e-05,0.002057737048844262,0.00020062387423510315,0.0,3.473963393740954e-05,0.0012047803327480437,0.000739172665442059,0.0,0.06654586294246718,0.027752465468293595,7.346024672538469e-05,0.00019325655681400714,0.0004654885592303736,0.0011572383369628358,0.0018036488314841766,0.0,0.002419619471660463,0.001362984883815911,0.6207510460702234,0.0026816777894072114,4.606751251619689e-05,0.0,0.00017757003864890764,0.0,8.626235578358022e-05,0.035897609461641895,0.0005248311825042366,0.00021150281427040603,0.00032290241331637225,1.1825834419788852e-05,0.0,0.0009927081201253397,0.0,0.0010891779973391568,0.00017327797622307157,0.0014788068997130105,0.00010661184528619229,0.0008324181041633968
