component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,7.27593907099234,0.014425233701088232,2.079505230646778,0.008053257739146292,0.0,3.7412722633504094,3.7785945734242734,2.275173470412441,31.35977564018674,0.004921592611324789,0.003576386532936959,0.017052227355908924,0.0055802260290912465,0.0,0.030831773532202043,0.03755765113712436,0.0003060050939487448,0.08379535202681626,0.08033983610546871,0.005058152270846622,1.6430153729423926,0.504062250680959,0.001494895631713478,0.0,0.03059987497278922,0.18171919491823982,0.5418191791521417,0.01922457893027115,0.05449486318183961,0.0,6.11659734764584,0.39698702725338353,0.012450938812071986,0.004433068355184752,0.0,0.03556833864361108,0.03987776511690791,2.571642813164089,0.023429026940438788,0.0015000198171362868,0.0,0.0003120069703156309,0.1128679289659617,0.0,0.019770965092688806,0.17202418195062355,0.0185072913255566,0.13897480334705323,0.04162421471446041,0.017575382627941463
component_2,4.57370991392124,0.0,0.32585675868112746,0.0,0.002186392033128966,0.6838130342424232,0.0,3.5101141916802963,0.25983929117210774,0.0,0.0,0.0,0.0017212957374453614,0.08422726028013988,0.008211933241470733,0.0,0.0014219621459050803,0.04931404949128808,0.03025580383029058,0.0,2.7238542075965246,1.1359634768331721,0.003006873655046172,0.007910374321519526,0.019053370331133752,0.047368061273071825,0.07382692539297597,0.0,0.09903982587712284,0.05578967566897684,25.4085719824559,0.10976639278703396,0.001885634692411072,0.0,0.0072682940085256696,0.0,0.003530889380177328,1.469360381715788,0.021482381646744386,0.008657229842627881,0.01321703646574222,0.00048405486710016384,0.0,0.04063351304432558,0.0,0.04458221652995557,0.007092611377315551,0.06053050058857221,0.004363834362077298,0.03407252465063499
