component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Eukrohnia hamata,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Solmundella bitentaculata,Subeucalanus longiceps,Thysanoessa macrura,Thysanoessa macrura F1
component_1,0.7297306639166595,0.024962418155460853,0.0,0.011323676657494428,0.01789952167718139,0.014115046186937336,0.0,0.004376006233930026,0.00023941541080276313,0.008655579672026027,0.0012303286858913976,0.000972161753317169,0.0021211291388749027,0.002859495572315573,0.0,0.004105042409119582,3.7970000170464016e-05,0.0,0.01718696748609695,0.13885953888058264,0.005325375479968783,8.938906436192349e-05,0.0006979706515823368,0.0,0.0007098997365191356,0.001448876340723573,0.010016524965716466,0.0004073867489099102,0.0023697669298639546,0.0,0.0002598482454928161,0.0,0.0
component_2,0.0008420813910618915,0.0,0.0001126175691734526,0.012507000068693826,0.0003709151984281752,0.010183737450941407,0.04147795317934909,0.00041155137892678336,4.6415667286538134e-05,0.000983850643004396,0.0037685702871863348,0.0008868245151997735,0.0,0.0026488470942335213,0.0002808984016181344,0.00025923286544028376,0.04685943917644884,0.0006036769598633272,0.019014141226034176,0.8007077449914902,0.0,8.656467017336626e-05,7.839147504751265e-05,0.006362203745486682,0.00014451026474340454,0.0007571983659892254,0.0,0.01613470013692252,0.0029958727500462353,0.0011389291742003082,0.0,0.029317164526166582,0.00101896682684378
