component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Eukrohnia hamata,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Solmundella bitentaculata,Subeucalanus longiceps,Thysanoessa macrura,Thysanoessa macrura F1
component_1,18.341804293753725,0.6274312032454186,0.0,0.28462098608101055,0.44990506742931496,0.3547821512234918,0.0,0.10999106094869755,0.00601771424306551,0.21755828039511554,0.030924352078739652,0.024435317717788067,0.053314650830494775,0.07187351547592019,0.0,0.10318037627952795,0.0009543772059988215,0.0,0.4319949943464365,3.4902390873893867,0.1338534882446678,0.002246797079525502,0.017543515336733987,0.0,0.017843353279873124,0.036417554587560644,0.2517656852167746,0.010239679363710473,0.059564169903566465,0.0,0.006531294216586227,0.0,0.0
component_2,0.014280836889616967,0.0,0.0019098784907752788,0.21210589600396143,0.006290341414566853,0.1727057443701293,0.703423552826045,0.006979489365913761,0.0007871621207611541,0.016685098026893563,0.0639110876331068,0.015039634393667279,0.0,0.04492173048805031,0.004763748847369863,0.004396323570471374,0.7946880369531983,0.010237742205603965,0.32246033735850377,13.579182278398138,0.0,0.0014680480393830183,0.0013294390311585995,0.10789645147392597,0.0024507459036394326,0.012841307826717966,0.0,0.2736279691773118,0.050806929757118924,0.019315070892458795,0.0,0.49718904741059394,0.01728063249531787
