component,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia lucens,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia superba,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globigerinita uvula,Globorotalia sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia lucens,Myctophidae indet,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces egg,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris carpenteri,Tomopteris sp.,Triconia antarctica,Turborotalita quinqueloba,Vibilia antarctica,Vibilia sp.
component_1,24.187156106021177,1.3866516019647581,0.0003527907425624085,0.0,0.00950899552779606,0.28828209300881014,4.960856252683079,2.33066064205437,0.0016673714792217905,0.0,0.024026233544508686,0.7989398826541864,0.13762233595030118,0.004024181453272159,0.07389831380217114,0.06711450194560446,0.0,0.0,0.004383021976808429,0.0017918114521523025,0.00656454485911215,0.003155073588437584,0.002611792321060197,0.010992910518289892,0.0,0.001628998685839504,0.059380299140446485,0.15509935092933605,0.04738275967579651,0.0026177619794289647,0.25693754082582376,3.1045895546987388,0.3919789364251579,0.03138448847364583,0.007873188909510507,0.0,0.0035080754051416457,0.013189808310835879,0.012802780222655435,0.14281286233483767,0.0,0.002949749855616576,0.0015767977544444208,0.8226166163918823,0.0008731975049456417,0.8508065679941373,0.026628576987995194,0.0,1.194174401700428,28.587366084968227,0.1523050329022172,0.19205381982764955,0.007495325546266904,0.002448732595438427,0.009626849977866333,0.007508003215548284,0.002619004302473933,0.003038316472357416,0.0017513404102326706,0.004737438823937978,0.008700395103685693,0.002217042873355125,0.015438941987305605,0.005911613030826561,0.2099963824189923,0.20593111444873452,0.26911404608032335,0.0,0.005216014189722858,0.07192285831251588,0.0006349831975735853,0.030403792359129267,0.06027741386489652,0.05387562210483366,0.058538781785995045,0.017056811301521636,0.003992965332265944,0.0,0.0,0.08321692643262768,0.0022966648014428543,0.002487665215552879,0.00785951600788776,0.022274770617842516,0.0,0.0010045808142960218
component_2,8.615930591495246,0.04597540532246397,0.0,29.10308313374129,3.8472388980414346e-05,0.0716999809153044,3.28020713897599,0.04511300523086677,0.0,0.008192616217691203,0.0,0.0,0.18297505787900573,0.0,0.0,0.025563329019342083,0.027719576668624426,0.005755664196299876,0.0,0.0,0.0,0.0,0.0,0.0909761358570306,0.011743564546658827,0.009880015506649482,0.0,0.0,0.02122362680039287,0.0,1.5265518658863289,0.0,1.5755657201776678,0.18119740270645332,0.0,0.013123070386305063,0.0,0.0,0.0,0.4709065605349877,6.75994075691908,0.0,0.0,0.9845070397427763,0.0,0.0,0.4130414118029852,1.8608253784506341,0.5637519029630539,0.04440380113431834,0.0,0.41062639044510746,0.0,0.07261646884689041,0.01706740292596844,0.0,0.0,0.0,0.0,0.0,0.046437864911193165,0.0,0.084341781055797,0.0005762455403793488,0.05327765545729187,0.0,0.0,0.08692019670021098,0.0,0.0,9.072622753608711e-05,0.0,0.028071785368407192,0.011268499569157805,0.010901270710226597,0.18694574636796923,0.010350869258369609,0.026602881911267598,0.012898969056758193,0.1892549515613536,0.0,0.003011927703442829,0.0017104864232915672,0.011272534224865323,0.026246140772610126,0.0
