component,Calanoida indet (small),Chaetognatha indet,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus sp.,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Rhincalanus gigas nauplius,Salpidae indet,Subeucalanus sp.,Themisto australis,Themisto gaudichaudii,Tintinnina indet
component_1,25.667824864721712,0.04170106829847463,6.522303625187874,1.2881023791232404,12.121060711552433,0.04638687183330692,0.25614007865918786,0.34396840002457574,0.0,0.022451838981098534,0.1760306964207651,0.19791038687975773,0.6168874115026651,37.61202319641044,0.008651205144353715,0.01512017932233798,0.07116256198188514,0.019032675925219972,0.0,0.0064858969283954435,0.004458625763145402,0.020737170439959197,0.025177906954830326
component_2,8.0358291867382,0.0016466002456860193,1.2008742812444326,1.891649505853512,0.0,0.2565115239981516,0.13628094903914414,0.43054479851293814,39.56023714680101,0.0,0.015470867442806605,0.0,0.39542128847426566,7.395338086583613,0.12214521339144688,0.05700210341909308,0.0,1.5239741799072,0.04699336063876534,0.028744548834104013,0.0005269119892024656,0.0,0.0
