component,Calanoida indet (small),Chaetognatha indet,Clausocalanus sp.,Copepoda nauplius indet,Ctenocalanus sp.,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Rhincalanus gigas nauplius,Salpidae indet,Subeucalanus sp.,Themisto australis,Themisto gaudichaudii,Tintinnina indet
component_1,0.30167763833833416,0.0004901186550388205,0.07665757283845977,0.015139252574766305,0.14246057034004744,0.0005451915781071286,0.0030104511940901744,0.004042710090524628,0.0,0.00026387969358009685,0.002068914099700611,0.0023260692493882133,0.007250366495937592,0.44205951968352597,0.00010167885866776861,0.00017770964284100004,0.0008363838287796106,0.0002236937782862452,0.0,7.622967969340657e-05,5.2402870034727454e-05,0.0002437269475351873,0.0002959195626613094
component_2,0.13152104166998166,2.694962454952048e-05,0.01965450393652125,0.030960303871932635,0.0,0.004198280233764569,0.0022304869803581933,0.0070466530671738645,0.6474756341069897,0.0,0.0002532090409505142,0.0,0.0064717925866877996,0.12103823339778683,0.001999129813107196,0.0009329436757356238,0.0,0.02494262470764499,0.0007691322947709753,0.00047045711365220714,8.623878392372819e-06,0.0,0.0
