component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Polychaeta indet,Radiozoa indet,Rhincalanus gigas nauplius,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura calyptopis,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia
component_1,0.285890348339684,0.007240441705207373,0.02394068165445151,0.3514096798789229,0.0,0.00011677905935316674,0.008704079632264685,0.000941645790311553,0.0,0.0,0.0,0.0,0.021627701344459085,0.07388173926705095,0.0,0.0,0.0037319270249935718,0.0248950011530798,0.014993169862397945,0.1154083374596959,0.01093441105595074,0.0028339944071324786,0.0,0.01215625924769686,0.0,0.0,0.010672973181981842,0.006924743253930734,0.00461261412873689,0.0,0.00663361064617916,0.000941645790311553,0.005674302384036115,0.0037131051106872714,0.002120808621483807,0.0
component_2,0.3905163120335944,0.0,0.011826192076005822,0.0,0.025708587909988343,0.0018758845486419493,0.005039958165710033,0.0013671004440474533,0.008624098693987814,0.02030208412431165,0.09143938429255874,0.0004029371811441106,0.09778262680930322,0.05148177344920387,0.008624098693987814,0.009938544556588021,0.00042612483071664136,0.0,0.014598516522289936,0.1813155558793889,0.014087561748111923,0.0,0.00033003033471936863,0.015637593693468718,0.018606252441512844,0.004583064736376449,0.0,0.00012106388943562818,0.003266669252133437,0.008624098693987814,0.0,0.0013671004440474533,0.0,0.0,0.009871909129142688,0.0022348754255951298
