component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Polychaeta indet,Radiozoa indet,Rhincalanus gigas nauplius,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura calyptopis,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia
component_1,7.121628407929638,0.18036193118522933,0.5963707399207621,8.753737835436446,0.0,0.002909007146868317,0.21682166303972975,0.023456725452383007,0.0,0.0,0.0,0.0,0.5387535927232907,1.8404199240973305,0.0,0.0,0.09296360535381316,0.6201431718728799,0.3734850967759876,2.874861985856045,0.2723799976189317,0.07059579029148653,0.0,0.30281666273564906,0.0,0.0,0.26586748888620093,0.1724977725243718,0.11490182863746046,0.0,0.16524555760393392,0.023456725452383007,0.14134885381062434,0.09249474489597041,0.05283008333179418,0.0
component_2,4.619554525810489,0.0,0.13989617704654836,0.0,0.30411591007129785,0.022190496759150507,0.05961943416155799,0.016171911003281362,0.10201749049965554,0.2401604791140738,1.0816685719127561,0.004766485346229199,1.1567050141139712,0.6089959681724157,0.10201749049965554,0.11756653197730142,0.005040780191860327,0.0,0.17269097600425518,2.144845352043632,0.16664671263598016,0.0,0.003904044669653789,0.184982584576991,0.22009989090332546,0.054214681416916,0.0,0.0014321072414165022,0.038642577180542495,0.10201749049965554,0.0,0.016171911003281362,0.0,0.0,0.11677827811709411,0.02643712584800423
