component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Cyllopus lucasii,Decapoda (natant) indet juv,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,0.13139037427051758,0.0,0.607429532460032,0.00038649331579810453,0.000238049800339936,0.04985809242349293,0.005209942386864474,0.0,0.0003616268410225743,0.00020815788869633543,0.0,0.002206022264615601,0.0006251215292241326,0.00020013298673790574,0.0,0.0,0.00011203584478767567,0.0,0.0,0.0,0.0008714695546319396,0.06767906932680683,0.0012735142812273777,0.00012788669125360372,0.0010958422828103041,0.07396384234226681,0.006378190463592827,0.0021425740747530544,0.0,0.0,0.0,0.0,0.02751797625524618,0.0003703755610435269,0.0004081225553607312,0.00021931080294863031,0.0,0.0,3.081100834475716e-05,0.0,0.0,0.0,0.0011448441516075192,0.0,0.002459990034549863,3.1757123972393563e-05,0.0,0.0005988356705390079,0.01413147991696358,0.000146908724992141,1.1776431079533625e-05,9.377466306522402e-05,0.0,0.0,0.0010760660708151412
component_2,0.4210205859392043,0.0009730876794619637,0.0,5.119082097354199e-05,0.0010675045494185744,0.026917148989231338,0.013138526070093665,0.0004236149540925018,0.0010765333387096794,2.8084042937920303e-06,2.620077383401692e-05,0.002016193801659201,0.0,4.3457045427284914e-05,5.3603537893397434e-05,2.320103893794138e-05,8.100089432928364e-06,7.452103872569076e-05,0.0010152038518221804,0.001346463762803588,0.0016181816945701965,0.22075115201778667,0.0020946493517395325,0.00018156209719283318,0.0024673551628738902,0.023017039853270253,0.0,0.006055619635319655,0.014705284253849921,0.004706123354315948,0.22451685946130887,0.002014776192136933,0.0,0.0,0.0,0.0005437714353384854,9.913641757958752e-05,2.717510583686179e-05,8.062574124479233e-05,0.00020651727527848068,8.492834788331323e-05,0.00012095455173601843,0.000736446207554531,0.0011817715772867367,0.0009519174108663191,0.0002060071802509932,4.258332576513777e-05,0.0005264498236621679,0.0165963604699234,0.00013393493380415872,0.00020537665977483254,1.9925715562908097e-05,0.006438258823118666,0.00039131023715303134,0.0
