component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Cyllopus lucasii,Decapoda (natant) indet juv,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,4.817035999180012,0.0,22.269591216786868,0.014169624114235233,0.008727385580576662,1.827898180424778,0.19100699096502505,0.0,0.013257969019016371,0.0076314878386684725,0.0,0.08087722348493546,0.022918215484608685,0.007337278754949317,0.0,0.0,0.004107459930281026,0.0,0.0,0.0,0.0319498307251065,2.4812511201696266,0.04668960091027504,0.0046885839164768975,0.04017578726773837,2.711663568800112,0.23383732060536028,0.07855108493523141,0.0,0.0,0.0,0.0,1.0088644847999753,0.013578714732099645,0.014962595640395503,0.008040376159044673,0.0,0.0,0.00112959367983956,0.0,0.0,0.0,0.04197229456390676,0.0,0.09018819392091296,0.0011642801860848961,0.0,0.02195452291383552,0.5180885423276965,0.0053859700210898255,0.0004317477042510014,0.003437968194428989,0.0,0.0,0.03945075146784042
component_2,15.131780658125773,0.03497346642539059,0.0,0.0018398346792308062,0.0383668761880584,0.9674215657140233,0.4722080138200957,0.015225024103109705,0.038691377325827385,0.00010093605679209258,0.000941674530819153,0.07246344570758172,0.0,0.0015618772606782662,0.0019265494491035391,0.0008338619154842456,0.00029112300135360463,0.0026783393735898718,0.036487151750047485,0.048392869620395865,0.0581586062178116,7.933954119868327,0.07528319423028129,0.006525471490717049,0.08867850736327933,0.8272488569224453,0.0,0.21764329614972414,0.5285184223195666,0.16914143565862388,8.069296335809943,0.07241249580853586,0.0,0.0,0.0,0.019543533885263146,0.003563033676133118,0.000976692719115936,0.0028977467436501377,0.0074223784204200385,0.0030523855002493115,0.004347193005749243,0.026468402855799784,0.04247371480807462,0.0342125918468987,0.007404045240693154,0.0015304751517889602,0.018920982786136808,0.5964850526105482,0.004813717211152659,0.00738138388430262,0.0007161444533205486,0.2313956219369817,0.014063969496099362,0.0
