component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Cnidaria indet,Euaugaptilus sp.,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha furcilia,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella dilatata,Hyperiella sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pelagobia longicirrata,Pisces larvae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris carpenteri,Tomopteris sp.,Vibilia antarctica
component_1,0.0993840574869887,1.8523028611149036e-05,0.003632221591087953,2.4239612326606747e-05,8.117344666766511e-05,4.967329891291625e-05,8.609119804886118e-05,0.00011014437486931247,0.0,5.931212855715599e-05,0.0,0.007864906268484696,2.8684005173361815e-05,5.459242592744973e-05,0.00011774403750580553,0.0012900309204133757,0.10537882158483425,0.0,0.7600366685383326,0.0005547362907855842,5.6337431235380405e-05,0.0002960234125554584,8.559528071089008e-05,0.0004211883770716107,0.014109559097287495,0.0005537162177626637,4.279764035544504e-05,0.001272791178537187,0.0033155616105084522,3.744140461195276e-05,0.0010373681118359093,0.0
component_2,0.11040107783627784,6.40365458322998e-05,0.00032243084086341613,0.0,0.0,5.794169223815648e-05,0.0,0.0,0.00010246244526116161,0.0,0.429994960807796,0.01912459615207002,0.0,0.0006927025588422168,0.0010450401444301763,0.0003987050930807796,0.0,0.003305841553549025,0.3767575855014027,0.0,4.0272290087049295e-05,0.0,0.0,0.0005149494603944524,0.05699273434854397,0.0,0.0,0.00015812864967634362,0.0,0.0,0.0,2.6534079654407995e-05
