component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Cnidaria indet,Euaugaptilus sp.,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha furcilia,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella dilatata,Hyperiella sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pelagobia longicirrata,Pisces larvae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris carpenteri,Tomopteris sp.,Vibilia antarctica
component_1,5.917428368690031,0.0011028800569147653,0.21626618622696298,0.001443251294567943,0.0048331499864399715,0.002957598991087605,0.005125957930380718,0.006558108664346174,0.0,0.0035315047604838876,0.0,0.46828455837911814,0.0017078749875222641,0.003250488841643372,0.007010600345756396,0.07680975961301253,6.274362750654058,0.0,45.253360120079584,0.03302956577986621,0.0033543882413435253,0.01762553656537351,0.005096430505173515,0.025077986490663857,0.8400975708093653,0.03296882958940874,0.0025482152525867574,0.0757832877600153,0.19741192730766607,0.0022292995015158953,0.061765957729748334,0.0
component_2,4.2949932525458605,0.0024912486151081243,0.012543702589341949,0.0,0.0,0.0022541372066405287,0.0,0.0,0.0039861523063086405,0.0,16.72832812408773,0.7440145788487403,0.0,0.026948584873968832,0.04065576583974486,0.01551104136027656,0.0,0.12860895423081758,14.657205520889063,0.0,0.0015667348324710695,0.0,0.0,0.020033359285461048,2.2172193810837877,0.0,0.0,0.006151764971002042,0.0,0.0,0.0,0.0010322697505472018
