Topic_Name,K,Perplexity,Coherence
K17_MC7,17,8.319808259909841,0.4315278980047057
K17_MC8,17,8.319808259909841,0.4315278980047057
K17_MC9,17,8.319808259909841,0.4315278980047057
K18_MC0,18,12.228163107466592,0.41981662706386885
K18_MC1,18,12.228163107466592,0.41981662706386885
K18_MC10,18,12.228163107466592,0.41981662706386885
K18_MC11,18,12.228163107466592,0.41981662706386885
K18_MC12,18,12.228163107466592,0.41981662706386885
K18_MC13,18,12.228163107466592,0.41981662706386885
K18_MC14,18,12.228163107466592,0.41981662706386885
K18_MC15,18,12.228163107466592,0.41981662706386885
K18_MC16,18,12.228163107466592,0.41981662706386885
K18_MC17,18,12.228163107466592,0.41981662706386885
K18_MC2,18,12.228163107466592,0.41981662706386885
K18_MC3,18,12.228163107466592,0.41981662706386885
K18_MC4,18,12.228163107466592,0.41981662706386885
K18_MC5,18,12.228163107466592,0.41981662706386885
K18_MC6,18,12.228163107466592,0.41981662706386885
K18_MC7,18,12.228163107466592,0.41981662706386885
K18_MC8,18,12.228163107466592,0.41981662706386885
K18_MC9,18,12.228163107466592,0.41981662706386885
K19_MC0,19,13.55959269115631,0.38899611391233985
K19_MC1,19,13.55959269115631,0.38899611391233985
K19_MC10,19,13.55959269115631,0.38899611391233985
K19_MC11,19,13.55959269115631,0.38899611391233985
K19_MC12,19,13.55959269115631,0.38899611391233985
K19_MC13,19,13.55959269115631,0.38899611391233985
K19_MC14,19,13.55959269115631,0.38899611391233985
K19_MC15,19,13.55959269115631,0.38899611391233985
K19_MC16,19,13.55959269115631,0.38899611391233985
K19_MC17,19,13.55959269115631,0.38899611391233985
K19_MC18,19,13.55959269115631,0.38899611391233985
K19_MC2,19,13.55959269115631,0.38899611391233985
K19_MC3,19,13.55959269115631,0.38899611391233985
K19_MC4,19,13.55959269115631,0.38899611391233985
K19_MC5,19,13.55959269115631,0.38899611391233985
K19_MC6,19,13.55959269115631,0.38899611391233985
K19_MC7,19,13.55959269115631,0.38899611391233985
K19_MC8,19,13.55959269115631,0.38899611391233985
K19_MC9,19,13.55959269115631,0.38899611391233985
K20_MC0,20,95.76631165262553,0.40710921291560986
K20_MC1,20,95.76631165262553,0.40710921291560986
K20_MC10,20,95.76631165262553,0.40710921291560986
K20_MC11,20,95.76631165262553,0.40710921291560986
K20_MC12,20,95.76631165262553,0.40710921291560986
K20_MC13,20,95.76631165262553,0.40710921291560986
K20_MC14,20,95.76631165262553,0.40710921291560986
K20_MC15,20,95.76631165262553,0.40710921291560986
K20_MC16,20,95.76631165262553,0.40710921291560986
K20_MC17,20,95.76631165262553,0.40710921291560986
K20_MC18,20,95.76631165262553,0.40710921291560986
K20_MC19,20,95.76631165262553,0.40710921291560986
K20_MC2,20,95.76631165262553,0.40710921291560986
K20_MC3,20,95.76631165262553,0.40710921291560986
K20_MC4,20,95.76631165262553,0.40710921291560986
K20_MC5,20,95.76631165262553,0.40710921291560986
K20_MC6,20,95.76631165262553,0.40710921291560986
K20_MC7,20,95.76631165262553,0.40710921291560986
K20_MC8,20,95.76631165262553,0.40710921291560986
K20_MC9,20,95.76631165262553,0.40710921291560986
K21_MC0,21,279.94771144870765,0.3983302578713803
K21_MC1,21,279.94771144870765,0.3983302578713803
K21_MC10,21,279.94771144870765,0.3983302578713803
K21_MC11,21,279.94771144870765,0.3983302578713803
K21_MC12,21,279.94771144870765,0.3983302578713803
K21_MC13,21,279.94771144870765,0.3983302578713803
K21_MC14,21,279.94771144870765,0.3983302578713803
K21_MC15,21,279.94771144870765,0.3983302578713803
K21_MC16,21,279.94771144870765,0.3983302578713803
K21_MC17,21,279.94771144870765,0.3983302578713803
K21_MC18,21,279.94771144870765,0.3983302578713803
K21_MC19,21,279.94771144870765,0.3983302578713803
K21_MC2,21,279.94771144870765,0.3983302578713803
K21_MC20,21,279.94771144870765,0.3983302578713803
K21_MC3,21,279.94771144870765,0.3983302578713803
K21_MC4,21,279.94771144870765,0.3983302578713803
K21_MC5,21,279.94771144870765,0.3983302578713803
K21_MC6,21,279.94771144870765,0.3983302578713803
K21_MC7,21,279.94771144870765,0.3983302578713803
K21_MC8,21,279.94771144870765,0.3983302578713803
K21_MC9,21,279.94771144870765,0.3983302578713803
K22_MC0,22,333.47540395393736,0.4000352463158174
K22_MC1,22,333.47540395393736,0.4000352463158174
K22_MC10,22,333.47540395393736,0.4000352463158174
K22_MC11,22,333.47540395393736,0.4000352463158174
K22_MC12,22,333.47540395393736,0.4000352463158174
K22_MC13,22,333.47540395393736,0.4000352463158174
K22_MC14,22,333.47540395393736,0.4000352463158174
K22_MC15,22,333.47540395393736,0.4000352463158174
K22_MC16,22,333.47540395393736,0.4000352463158174
K22_MC17,22,333.47540395393736,0.4000352463158174
K22_MC18,22,333.47540395393736,0.4000352463158174
K22_MC19,22,333.47540395393736,0.4000352463158174
K22_MC2,22,333.47540395393736,0.4000352463158174
K22_MC20,22,333.47540395393736,0.4000352463158174
K22_MC21,22,333.47540395393736,0.4000352463158174
K22_MC3,22,333.47540395393736,0.4000352463158174
K22_MC4,22,333.47540395393736,0.4000352463158174
K22_MC5,22,333.47540395393736,0.4000352463158174
K22_MC6,22,333.47540395393736,0.4000352463158174
K22_MC7,22,333.47540395393736,0.4000352463158174
K22_MC8,22,333.47540395393736,0.4000352463158174
K22_MC9,22,333.47540395393736,0.4000352463158174
K23_MC0,23,371.3829998712504,0.4108438895137623
K23_MC1,23,371.3829998712504,0.4108438895137623
K23_MC10,23,371.3829998712504,0.4108438895137623
K23_MC11,23,371.3829998712504,0.4108438895137623
K23_MC12,23,371.3829998712504,0.4108438895137623
K23_MC13,23,371.3829998712504,0.4108438895137623
K23_MC14,23,371.3829998712504,0.4108438895137623
K23_MC15,23,371.3829998712504,0.4108438895137623
K23_MC16,23,371.3829998712504,0.4108438895137623
K23_MC17,23,371.3829998712504,0.4108438895137623
K23_MC18,23,371.3829998712504,0.4108438895137623
K23_MC19,23,371.3829998712504,0.4108438895137623
K23_MC2,23,371.3829998712504,0.4108438895137623
K23_MC20,23,371.3829998712504,0.4108438895137623
K23_MC21,23,371.3829998712504,0.4108438895137623
K23_MC22,23,371.3829998712504,0.4108438895137623
K23_MC3,23,371.3829998712504,0.4108438895137623
K23_MC4,23,371.3829998712504,0.4108438895137623
K23_MC5,23,371.3829998712504,0.4108438895137623
K23_MC6,23,371.3829998712504,0.4108438895137623
K23_MC7,23,371.3829998712504,0.4108438895137623
K23_MC8,23,371.3829998712504,0.4108438895137623
K23_MC9,23,371.3829998712504,0.4108438895137623
K24_MC0,24,414.5262632873443,0.4158230885532597
K24_MC1,24,414.5262632873443,0.4158230885532597
K24_MC10,24,414.5262632873443,0.4158230885532597
K24_MC11,24,414.5262632873443,0.4158230885532597
K24_MC12,24,414.5262632873443,0.4158230885532597
K24_MC13,24,414.5262632873443,0.4158230885532597
K24_MC14,24,414.5262632873443,0.4158230885532597
K24_MC15,24,414.5262632873443,0.4158230885532597
K24_MC16,24,414.5262632873443,0.4158230885532597
K24_MC17,24,414.5262632873443,0.4158230885532597
K24_MC18,24,414.5262632873443,0.4158230885532597
K24_MC19,24,414.5262632873443,0.4158230885532597
K24_MC2,24,414.5262632873443,0.4158230885532597
K24_MC20,24,414.5262632873443,0.4158230885532597
K24_MC21,24,414.5262632873443,0.4158230885532597
K24_MC22,24,414.5262632873443,0.4158230885532597
K24_MC23,24,414.5262632873443,0.4158230885532597
K24_MC3,24,414.5262632873443,0.4158230885532597
K24_MC4,24,414.5262632873443,0.4158230885532597
K24_MC5,24,414.5262632873443,0.4158230885532597
K24_MC6,24,414.5262632873443,0.4158230885532597
K24_MC7,24,414.5262632873443,0.4158230885532597
K24_MC8,24,414.5262632873443,0.4158230885532597
K24_MC9,24,414.5262632873443,0.4158230885532597
K25_MC0,25,475.212458337728,0.4032576792413082
K25_MC1,25,475.212458337728,0.4032576792413082
K25_MC10,25,475.212458337728,0.4032576792413082
K25_MC11,25,475.212458337728,0.4032576792413082
K25_MC12,25,475.212458337728,0.4032576792413082
K25_MC13,25,475.212458337728,0.4032576792413082
K25_MC14,25,475.212458337728,0.4032576792413082
K25_MC15,25,475.212458337728,0.4032576792413082
K25_MC16,25,475.212458337728,0.4032576792413082
K25_MC17,25,475.212458337728,0.4032576792413082
K25_MC18,25,475.212458337728,0.4032576792413082
K25_MC19,25,475.212458337728,0.4032576792413082
K25_MC2,25,475.212458337728,0.4032576792413082
K25_MC20,25,475.212458337728,0.4032576792413082
K25_MC21,25,475.212458337728,0.4032576792413082
K25_MC22,25,475.212458337728,0.4032576792413082
K25_MC23,25,475.212458337728,0.4032576792413082
K25_MC24,25,475.212458337728,0.4032576792413082
K25_MC3,25,475.212458337728,0.4032576792413082
K25_MC4,25,475.212458337728,0.4032576792413082
K25_MC5,25,475.212458337728,0.4032576792413082
K25_MC6,25,475.212458337728,0.4032576792413082
K25_MC7,25,475.212458337728,0.4032576792413082
K25_MC8,25,475.212458337728,0.4032576792413082
K25_MC9,25,475.212458337728,0.4032576792413082
K26_MC0,26,532.3910124909695,0.39460237888406835
K26_MC1,26,532.3910124909695,0.39460237888406835
K26_MC10,26,532.3910124909695,0.39460237888406835
K26_MC11,26,532.3910124909695,0.39460237888406835
K26_MC12,26,532.3910124909695,0.39460237888406835
K26_MC13,26,532.3910124909695,0.39460237888406835
K26_MC14,26,532.3910124909695,0.39460237888406835
K26_MC15,26,532.3910124909695,0.39460237888406835
K26_MC16,26,532.3910124909695,0.39460237888406835
K26_MC17,26,532.3910124909695,0.39460237888406835
K26_MC18,26,532.3910124909695,0.39460237888406835
K26_MC19,26,532.3910124909695,0.39460237888406835
K26_MC2,26,532.3910124909695,0.39460237888406835
K26_MC20,26,532.3910124909695,0.39460237888406835
K26_MC21,26,532.3910124909695,0.39460237888406835
K26_MC22,26,532.3910124909695,0.39460237888406835
K26_MC23,26,532.3910124909695,0.39460237888406835
K26_MC24,26,532.3910124909695,0.39460237888406835
K26_MC25,26,532.3910124909695,0.39460237888406835
K26_MC3,26,532.3910124909695,0.39460237888406835
K26_MC4,26,532.3910124909695,0.39460237888406835
K26_MC5,26,532.3910124909695,0.39460237888406835
K26_MC6,26,532.3910124909695,0.39460237888406835
K26_MC7,26,532.3910124909695,0.39460237888406835
K26_MC8,26,532.3910124909695,0.39460237888406835
K26_MC9,26,532.3910124909695,0.39460237888406835
K27_MC0,27,608.0879849555098,0.40982623578861266
K27_MC1,27,608.0879849555098,0.40982623578861266
K27_MC10,27,608.0879849555098,0.40982623578861266
K27_MC11,27,608.0879849555098,0.40982623578861266
