component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia triacantha,Euphausia triacantha furcilia,Foraminifera indet,Fritillaria sp.,Limacina sp.,Metridia gerlachei,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Vibilia antarctica
component_1,0.040190297693469865,0.0016463855041012844,0.0,0.0006893912269485795,0.0001269975899126885,0.00036381366503563154,0.0,0.0,0.0,0.0,0.611795679385369,0.0,0.00017864627704599332,0.0025252223526949446,0.0036614929146958734,0.3378812726997289,0.0,0.0,0.0,0.0003616631815690062,0.000542293568426537,0.0,0.0,0.0,0.0,3.6843941001630234e-05
component_2,0.4638730044249568,0.002667100131793068,0.07946446740944343,0.0017475695148138877,0.0005043212894173809,0.0011612742976680292,0.00026456956207499666,0.0006902324929234717,0.024246868620836737,0.012487038856325716,0.0,0.00011853797954669501,0.00011585901569912301,0.012351484030652927,0.02417723177036158,0.34894369944742104,0.0038537046336794075,0.0008381147571134669,0.0004988822381527505,0.00041086428825350043,0.0010784471111953155,0.003359037301647916,0.0025934197739582465,0.002490841568245069,0.011867701593800847,0.0001957278900187465
