component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia triacantha,Euphausia triacantha furcilia,Foraminifera indet,Fritillaria sp.,Limacina sp.,Metridia gerlachei,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Vibilia antarctica
component_1,1.594097854295613,0.06530182034102446,0.0,0.027343840148452286,0.005037200448839286,0.014430213660521215,0.0,0.0,0.0,0.0,24.266109875916758,0.0,0.007085780978506877,0.10015978395463311,0.14522853359664573,13.401637776493088,0.0,0.0,0.0,0.01434491742544499,0.02150939563623867,0.0,0.0,0.0,0.0,0.001461368804541994
component_2,15.966511548820096,0.09180160227026686,2.73516743701556,0.06015135300928213,0.01735874175687477,0.03997106817640665,0.009106485887389226,0.023757806478295198,0.8345773609680766,0.4298039510991713,0.0,0.00408007795528504,0.003987868003847675,0.42513815319983916,0.8321804601639149,12.01064419349407,0.1326445362252975,0.02884791488411255,0.01717152958025975,0.014141951225485725,0.037120155929395736,0.11561808373859636,0.0892655239189318,0.0857347814731475,0.4084863588694263,0.00673695512909734
