component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Egg mass,Euchirella rostromagna,Eukrohnia hamata,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus lobatus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,4.209452837894417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00964896746168107,0.7772643950402198,0.1499791449907936,0.0,0.0,0.0,0.0009481648637053128,3.536782798660072e-05,0.0,0.0,0.0,0.0,0.014325846021464946,0.0,0.0,0.0,0.0,0.0,0.0,0.0029490542872247986,0.008412557312455939,0.5659682649541569,0.849158127315286,0.0,0.0,5.173912877957769e-05,0.0,0.0,0.0,0.0,0.5097725299313974,43.51872896937962,0.0,0.0,0.00015110388344953454,0.0,0.003931112007181979,0.0012210506381496657,0.0,0.0,0.0,0.0,0.0,2.3877998854749753,0.0,0.0005141802378576377,0.0,0.0,0.049301127395422625,0.014751294623326716,0.0,0.0,0.0,0.0,0.0015904848513807106,0.0,0.0020691696961837964,0.002583456135109675,0.0
component_2,36.74083886452702,0.3096534463578256,5.69552251837199,0.01738595791014509,0.0017686633994138034,0.04965092821699053,2.0128384322998154,0.8383813019209664,0.0008318944377710165,0.48510744870899064,1.5955462280870598,0.011602109129788771,0.005449964449655494,0.0017686633994138034,0.00071378469339603,0.00016967143762192932,0.008104324936861465,0.0011170706028927528,0.003316402646427187,0.0007703281072009624,0.0,0.07209282236539515,0.003720553123723228,0.11832384409390928,0.02005607197357289,0.08144825038545418,0.05901431258998948,0.01651274485647215,0.0,3.195191859602473,0.6927436470854593,0.002631521012870554,0.004738104344282772,0.00020967040195181392,0.173377542138043,2.7094281579547967,0.06784901689369664,0.17947306554040204,1.8762805654186991,0.0,0.010343872538368415,0.44846605454727245,0.0,0.026158795312732918,0.013346051503840484,0.011007129135148494,0.029696925996963785,0.004738104344282772,0.045109303923529104,0.006698131874820256,0.10692256515228757,1.6561051256394395,0.03265943108335046,0.0,0.21674792278135963,0.009045638114560968,0.0,0.2768696799099848,0.0027963102752395002,0.012372739983646965,0.011949502864901991,0.5004549913232755,0.0,0.5220559668109075,0.005350977351465589,0.0,0.0022929406243350687
