component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Egg mass,Euchirella rostromagna,Eukrohnia hamata,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus lobatus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.07930302478761492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001817795174945672,0.014643094948472525,0.0028254978285442716,0.0,0.0,0.0,1.7862735273399433e-05,6.66304113032528e-07,0.0,0.0,0.0,0.0,0.00026988850235273377,0.0,0.0,0.0,0.0,0.0,0.0,5.55580343208673e-05,0.00015848645103495944,0.010662429791496024,0.015997520488380837,0.0,0.0,9.7472749312208e-07,0.0,0.0,0.0,0.0,0.009603743083487368,0.8198611494387222,0.0,0.0,2.8466870817104224e-06,0.0,7.4059286314366e-05,2.3003704460685244e-05,0.0,0.0,0.0,0.0,0.0,0.044984410277988635,0.0,9.686781089706257e-06,0.0,0.0,0.0009287973231818465,0.0002779036440632124,0.0,0.0,0.0,0.0,2.996357589706631e-05,0.0,3.898164964079378e-05,4.8670431481255896e-05,0.0
component_2,0.6022612659218463,0.005075885101267607,0.09336184768804828,0.00028499319405408236,2.8992192090339904e-05,0.0008138853604409771,0.03299474535143108,0.013742870326992652,1.3636536690212687e-05,0.007951953063588684,0.02615442980787015,0.0001901834892130449,8.933662349902446e-05,2.8992192090339904e-05,1.1700464287857626e-05,2.781279305835964e-06,0.00013284729327801663,1.8311186576412704e-05,5.436296279212653e-05,1.2627332291695725e-05,0.0,0.0011817562092623335,6.0987857203947836e-05,0.0019395819566204767,0.0003287620987850074,0.0013351117693620092,0.0009673713422550664,0.00027067935649953753,0.0,0.05237605764318295,0.011355556344028411,4.313628173692929e-05,7.766770734275876e-05,3.4369482463766116e-06,0.002842030319326522,0.044413347184340576,0.00111219112216306,0.0029419490406790007,0.03075626859583328,0.0,0.00016955828886930287,0.007351321909946628,0.0,0.0004287988425666502,0.00021877045059854553,0.0001804304891225599,0.000486796404155783,7.766770734275876e-05,0.0007394383831575502,0.00010979676857992307,0.001752690505561672,0.027147120215326826,0.0005353582257899042,0.0,0.003552964014827284,0.00014827743813999398,0.0,0.0045384887517894296,4.583753170377396e-05,0.00020281578417273279,0.00019587801871069903,0.00820353225256014,0.0,0.008557618638292843,8.771401234184316e-05,0.0,3.758622192017946e-05
