component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Egg mass,Eukrohnia hamata,Euphausia crystallorophias calyptopis,Euphausia crystallorophias furcilia,Euphausia frigida,Euphausia longirostris furcilia,Euphausia superba,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globigerinita uvula,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces egg,Pisces larvae,Polychaeta indet,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Solmundella bitentaculata,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.,Travisiopsis sp.,Turborotalita quinqueloba,Vibilia sp.
component_1,31.024269239959626,0.4463893432389057,1.408732968257961,0.002781034542601775,0.10577503096772065,3.4306921643093187,0.953688595570741,0.0,0.0,0.008778892665618165,0.0,0.1836315444910837,0.0004827525056763109,0.0017868247176728318,0.0,0.0,0.005220096081966053,0.025787654949648735,0.0037773331131445926,0.003793907683418755,8.554828304987036e-06,0.0,0.009372400311927378,0.013381973091581924,0.016047207162576214,0.02648890990469808,0.032965667344629,0.10327992109743074,0.04667907482793721,0.008726403766505818,0.036912239179575534,1.141845623371924,3.4437721528360274,1.290200713134261,0.02295255425012372,0.004779143150190402,0.0054549791734487115,0.08115413558443281,0.6289247794562076,0.003989379046034963,0.06096730060057617,0.12280053647225318,0.5837881887082733,0.7110797970392649,2.860514739673486,12.4003709516477,0.004306928093655935,0.3159641654341158,0.00509149105178881,0.014366938105415655,0.055433569308476156,0.009657644963708831,0.0,0.028837428152650058,0.0,3.307731542463964,0.20411770730442655,3.7176832627358016,0.25144561103145896,0.013945394845693876,0.034688089422538426,0.0020005303765309908,0.001231526523995239,0.05965939710681768,0.0074055212890944645,0.009568181485699516,0.04866811384491738,0.03863866135561864,0.01881948372256162,0.054517268158481444,0.02864050346700512,0.21317433125263188,0.01402277882624207,0.06795598873880056,0.013080358060368055,0.043708849180354344,0.005739209330357663,0.003107055924938566,0.02959469068190218,0.014666139942617685
component_2,10.773376963192122,0.2593223175807048,0.12360470320222662,0.004090728886581467,0.0,0.9196944688594169,0.0,0.04821067221661712,0.0008867014128171667,0.0,4.607501628781521,0.16215613154264738,0.0,0.0037702269057075808,1.9227228653263382,0.008739878925320105,0.004015140085600595,0.0,0.0,0.0,2.258196434439112e-05,0.01866165537210273,0.0,0.0,0.0,0.006929079912386231,0.0,0.0,0.0,0.0,0.00500625114618717,0.3984835717260242,6.260833438146241,0.0,0.0,0.0,0.0,0.0,0.11607672507392489,0.0,0.0,0.0,0.0,0.0,0.0,25.135717287750243,0.0,0.0,0.0,0.0,0.0,0.0,0.0018752284460224553,0.0,0.004472829843428619,4.942697184824257,0.16900479235729066,4.837723292952404,0.0,0.0,0.0,0.0,0.0,0.03363945189363339,0.0,0.0,0.0,0.09672366116453164,0.0,0.0,0.0018421019391251037,0.009310866793136429,0.0,0.0,0.0,0.0,0.0028413384503363694,0.0,0.09501788439846295,0.0
