component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Egg mass,Eukrohnia hamata,Euphausia crystallorophias calyptopis,Euphausia crystallorophias furcilia,Euphausia frigida,Euphausia longirostris furcilia,Euphausia superba,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globigerinita uvula,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces egg,Pisces larvae,Polychaeta indet,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Solmundella bitentaculata,Subeucalanus longiceps,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.,Travisiopsis sp.,Turborotalita quinqueloba,Vibilia sp.
component_1,0.4438409922611705,0.006386158123678854,0.020153687863735517,3.978617905079039e-05,0.0015132441746831058,0.04908034424831636,0.013643708713727972,0.0,0.0,0.00012559304464272852,0.0,0.0026270790227799073,6.9063786637064075e-06,2.5562763446728247e-05,0.0,0.0,7.468000637817687e-05,0.00036892467224332515,5.403947677451416e-05,5.427659674210752e-05,1.2238752359133198e-07,0.0,0.0001340839141815082,0.00019144586998780618,0.00022957537839069043,0.0003789570018582408,0.0004716151214271387,0.0014775485058483432,0.0006678025751136771,0.0001248421252613716,0.0005280757698860719,0.016335530438012957,0.04926746985122925,0.018457935634339066,0.00032836500916456446,6.837162292308177e-05,7.804030291192272e-05,0.0011610114580071604,0.00899755594603795,5.7073059178375796e-05,0.0008722135237013562,0.001756815335003837,0.008351820535804784,0.010172886273442804,0.040923242723767565,0.17740282309363664,6.161599565489876e-05,0.004520262753671006,7.284015049753859e-05,0.00020553702700108477,0.0007930465731893076,0.00013816469585293612,0.0,0.00041255549410481685,0.0,0.04732123869173488,0.0029201592162365385,0.05318611102433662,0.003597244100633788,0.00019950632319211517,0.0004962565245247886,2.8620090307380386e-05,1.761852793947415e-05,0.0008535023276386324,0.00010594524859684292,0.0001368848088540299,0.0006962582671435019,0.0005527743993928619,0.0002692362635412574,0.0007799377386675944,0.0004097382400640741,0.003049725554402864,0.00020061339786471991,0.0009721954524901299,0.00018713088955428083,0.0006253097805705984,8.21065709647583e-05,4.4450322876887095e-05,0.00042338908215118926,0.00020981748367463208
component_2,0.17668523119358873,0.004252930514911472,0.002027138346362054,6.708865581751472e-05,0.0,0.015083147133259096,0.0,0.000790663298582604,1.4542055351682675e-05,0.0,0.07556381748150495,0.0026593883875925886,0.0,6.183236832454213e-05,0.03153298498159358,0.00014333551437028822,6.584898650838526e-05,0.0,0.0,0.0,3.703480909120557e-07,0.00030605435093752486,0.0,0.0,0.0,0.00011363809977703277,0.0,0.0,0.0,0.0,8.210337800295113e-05,0.006535198966657009,0.10267874291067751,0.0,0.0,0.0,0.0,0.0,0.001903678213057188,0.0,0.0,0.0,0.0,0.0,0.0,0.4122300774748856,0.0,0.0,0.0,0.0,0.0,0.0,3.0754068353707816e-05,0.0,7.335517708846698e-05,0.0810610821290539,0.0027717076003645866,0.07933949228605136,0.0,0.0,0.0,0.0,0.0,0.0005516927844777791,0.0,0.0,0.0,0.001586284643444055,0.0,0.0,3.021078795520402e-05,0.00015269981339913882,0.0,0.0,0.0,0.0,4.659843823455766e-05,0.0,0.0015583096117239917,0.0
