component,Bivalvia larvae,Calanoida indet (small),Calanus australis,Calocalanus sp.,Chaetognatha indet,Cirripedia cyprid,Clausocalanus sp.,Cnidaria indet,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Globigerina bulloides,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pleuromamma gracilis,Sagittidae indet,Salpidae indet,Siphonophorae sp.,Thysanoessa sp.,Vibilia sp.
component_1,6.122334353975504e-05,0.03240493706216765,5.9864615913491475e-05,0.0,0.0,0.0,0.030583967125621347,4.779034272031761e-06,0.000776858384194017,0.0,0.012224413351876481,0.00046167322283772246,0.0,0.0002821821048410271,0.0003196999103204292,0.000964894967695562,0.0,0.0,5.5311989962802854e-05,0.05231233339935189,3.740472738333032e-05,0.8395803752475497,8.979692387023721e-05,0.007560449799941355,0.008523992562864091,0.000587334010700908,0.0,0.0018869335117491766,6.93339207488784e-06,0.007892657168208812,0.0,2.7250498925487735e-05,0.002714123567189221,0.0,0.0004153305560334879,0.00016527952091528522
component_2,0.0008970785422960435,0.08470985768772268,0.00010028047984202327,0.0019774030634565343,0.024138632041472794,0.00025205416553187107,0.10249130384805974,0.00033205048956087634,0.005519946052718236,0.0010455320075687224,0.09081833298203838,0.0004204418785959062,0.000816965541030877,0.0038637942964913157,0.013529617445293185,0.006986895261898041,0.008398073729204533,0.03522912271829746,0.0046482382829597674,0.4262190578336654,0.003551298515897874,0.0,0.00015042071976303494,0.027881275479675737,0.06247344399026287,0.03203278681556712,0.00042372376865677244,0.016140305596116726,0.0013949959042254111,0.028125367624293147,0.00021874772051482712,0.00011548529720568108,0.005558437116938223,0.00031513558297802623,0.0087814291509704,0.00044246836922948765
