component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Cirripedia nauplius,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia frigida,Euphausia similis,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Metridia lucens,Metridia sp.,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pisces larvae,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Thysanoessa sp. furcilia,Tintinnina indet,Tomopteris sp.,Vibilia sp.
component_1,0.0,0.0,0.0,0.0,0.0,0.001725932281366312,0.0,0.00014170877298131025,6.98515106869212,0.0,0.0,0.0,0.0,0.0440417065041815,0.06788699626278354,0.00706655142328571,2.259316088793062,6.414389345333397,0.02765217564765765,0.0,0.0,0.0,0.0039005111309560387,0.0,35.505517050764375,0.0,0.03366706130996434,0.008606545224124918,0.0,0.0,5.150914041432621,0.0,0.0,0.006483620971560944,0.013874638918219644,0.0,0.0
component_2,5.253375673849124,0.0,0.05546753590029604,0.008258286984131108,0.0,0.004415197016387894,0.0,0.0013677351373982607,0.0,0.0,0.012402309249520412,0.0,0.0002304955121063457,0.0,0.0,0.0,24.835258101582625,9.454025639715239,0.0,0.0,0.0,0.0007282881543099598,0.0,6.2296004906403475,4.077562448938132,0.0,0.1158814224823033,0.0,0.0,0.006960557344563799,2.7159122204611443,0.0005440264898065044,0.0,0.0,0.008707724412124437,0.0004455184820089446,0.0
component_3,14.323441859214274,0.008108560182500823,0.2368996291681279,0.026040391251682646,0.015214242409161489,0.01459303951789449,6.287560232470235,0.0,0.4669391354867707,6.405396169745379,0.021134644099762293,0.09131557803990856,0.001678143938876714,0.3468628360321538,0.04923810105676884,0.0006862572306408663,0.0,0.34380536498402836,0.015781700436450476,0.1234559262612861,0.15519979197279324,0.008173554776692066,0.054207656549576266,0.0,2.8908318989615585,0.10319560113553711,0.0007608061946473637,0.0,0.01024188873925088,0.004252470940149739,0.0,0.0010155938278000975,0.23288787279798598,0.0,0.005505718668170738,0.005693474584552352,0.0053552389261124645
