component,Abylidae indet,Alciopidae indet,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus propinquus,Calanus simillimus,Candacia cheirura,Candacia sp.,Centropages bradyi,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia superba,Euphausia superba C1,Euphausia superba C2,Euphausia superba C3,Euphausia superba calyptopis,Euphausia superba F1,Euphausia superba F2,Euphausia superba F3,Euphausia superba furcilia,Euphausia triacantha,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperia spinigera,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Nyctiphanes australis,Nyctiphanes australis calyptopis,Nyctiphanes australis furcilia,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Scolecithricella minor,Siphonophorae nectophore,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,0.004310354971195312,0.00116789397555141,28.343887925937196,0.4879231113461691,0.014485555570378322,0.28874147851409565,8.660967083652093,0.0007242458650232462,0.018958808231721788,0.0021775010140291963,0.3312729501787347,4.044080124715467,0.7824144247142957,0.011520952496490332,0.13721068538435696,0.0014254623299389342,0.007564171905566176,0.001795073027336664,8.450158737768554e-05,0.0018496058656153338,0.17058900957310055,0.029910708659442023,0.0055613317390569225,0.004695421858223334,0.0,0.002053620985044837,0.010377099775521436,0.01912003365824109,0.02544079656966014,0.07238585628838214,0.02089344232503895,0.037954858372944635,0.12802563179506404,0.0029461580183981254,0.02729214155002191,0.0026032253864508715,0.04240948689391092,0.018103072760469876,0.08227434675102353,0.0034328755578706925,0.0023575501146190707,0.4185691558282863,1.725697833205559,0.0010341428926746222,0.001702392234110848,0.012176106784476802,0.008324490606745578,0.04352927465135941,0.14527264606463014,0.0,0.04402703695412952,1.0457627285612352,0.33071707666002353,0.0009571771647830486,0.003861796553540044,0.001512469930675897,2.05292171021295,15.524631654295876,0.05694055660489469,0.4648319926793098,0.0,0.04282058987444986,0.014193463748897584,0.0,0.004279389927579543,0.002762236346883134,0.12153548272239964,0.010900852707295709,0.1941381670331413,0.2563306975502136,0.009424982681157707,0.001474257706875203,0.0003376474315130281,0.0043104743768260624,0.0035639494611736,0.16078936535632252,0.0008368566921882499,0.004398235745490538,0.038581985269737766,0.0016196105237170561,0.0005029429110819257,0.0023152863206359997,0.0010166856308557633,0.003741710479830004,0.7662847982678602,0.012860885884090692,0.00015827544861474516
component_2,0.0,0.002867862226667737,4.989274334617708,5.857230654381068,0.0,1.1259092923749872,1.3257882277028983,0.0,0.0,0.0006129134408384396,0.0,0.0,0.0,0.006034353567577164,0.25508188442210833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1385597226241918,0.008680793611194703,0.05479249063698377,0.09104033359376763,0.004913033028350841,0.39595747785566365,0.10128458785624661,0.09888911279424512,0.03761408218111721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04511449600528869,0.0,0.0,0.0020729377311766756,0.0,0.0,0.0,0.0,22.799393359954085,0.6946973492383084,0.0,0.0,0.0,0.0,0.0,0.0,1.8226377440839463,0.0,0.0,0.05397160535839974,0.0,0.0,0.05214189692233877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05941532350503561,0.0,0.0,0.0,0.0,0.0,0.0010434590028203842,0.00043965400880927025,0.0012658237722961013,0.14552216867500375,0.0,0.0
