component,Abylidae indet,Alciopidae indet,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus propinquus,Calanus simillimus,Candacia cheirura,Candacia sp.,Centropages bradyi,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia superba,Euphausia superba C1,Euphausia superba C2,Euphausia superba C3,Euphausia superba calyptopis,Euphausia superba F1,Euphausia superba F2,Euphausia superba F3,Euphausia superba furcilia,Euphausia triacantha,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperia spinigera,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Nyctiphanes australis,Nyctiphanes australis calyptopis,Nyctiphanes australis furcilia,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Scolecithricella minor,Siphonophorae nectophore,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,6.39588406297352e-05,1.7329696777619705e-05,0.42057840312380823,0.007240006154179943,0.00021494270108850835,0.004284466205426204,0.12851503347277013,1.0746661508697251e-05,0.0002813186854274654,3.2310666118702244e-05,0.0049155658796120605,0.06000774365894701,0.011609790801714473,0.0001709526870872617,0.002035989244004463,2.1151603195913243e-05,0.00011224033023662206,2.663604052135029e-05,1.2538697151780672e-06,2.7445221467202954e-05,0.002531270707257934,0.00044382754113199646,8.252135445095164e-05,6.9672623328329e-05,0.0,3.0472482701335014e-05,0.00015397972444886195,0.0002837110153931224,0.0003775011255839041,0.001074091455839349,0.00031002559111811454,0.0005631899818047117,0.0018996975968851421,4.37163185927788e-05,0.00040497215275937175,3.862774150341495e-05,0.0006292896133991245,0.0002686209264278546,0.0012208209919901385,5.0938435969851826e-05,3.498230959287335e-05,0.006210903303567175,0.025606622523357003,1.534504255518598e-05,2.5260804346376148e-05,0.00018067413902642622,0.00012352225549834946,0.0006459054900952183,0.002155615971213381,0.0,0.0006532914942658991,0.015517462515161914,0.004907317597038785,1.420299305878369e-05,5.730294418044958e-05,2.244265818008496e-05,0.030462106570406603,0.23036094438809038,0.0008449076722446706,0.006897370527034274,0.0,0.0006353897304870235,0.0002106085211000433,0.0,6.34993684278055e-05,4.0987212299818505e-05,0.0018033940643511026,0.00016175138838757873,0.002880702904609793,0.0038035415511443473,0.0001398518148204888,2.187564930297185e-05,5.010153086114042e-06,6.396061242016974e-05,5.2883365087776236e-05,0.002385859508672774,1.241762782027966e-05,6.526285212649769e-05,0.0005724955516509671,2.4032454881537253e-05,7.462876192496855e-06,3.435518183150905e-05,1.5086004440235944e-05,5.552105705013252e-05,0.011370452692858291,0.00019083517624759802,2.348556966003909e-06
component_2,0.0,7.138914157428404e-05,0.12419704423556724,0.14580291358860012,0.0,0.028027042974987464,0.03300259078169687,0.0,0.0,1.5257136132246394e-05,0.0,0.0,0.0,0.0001502120001230317,0.00634970417710893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034491404653024067,0.00021608932197791992,0.0013639389071476665,0.002266249474420277,0.00012229918409560581,0.00985649316804135,0.002521257721004294,0.002461627622058573,0.0009363200969157419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011230264523956037,0.0,0.0,5.1601239344609564e-05,0.0,0.0,0.0,0.0,0.5675409038992605,0.017292967198664265,0.0,0.0,0.0,0.0,0.0,0.0,0.0453705700159206,0.0,0.0,0.0013435047681488858,0.0,0.0,0.0012979581887605895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014790141945944652,0.0,0.0,0.0,0.0,0.0,2.5974623810942245e-05,1.0944222489744753e-05,3.150990715252732e-05,0.0036224552927033938,0.0,0.0
