component,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda megalopa indet,Decapoda zoea indet,Egg indet,Euchirella sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia lucens,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Nyctiphanes australis furcilia,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Salpidae indet,Scolecithricella minor,Siphonophorae nectophore,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Tomopteris sp.,Travisiopsis sp.,Vibilia sp.
component_1,0.08701730037958799,0.004832076607873395,0.0,0.015566955917624503,0.00016244065731860352,0.0022310891154537433,0.012069953367566633,0.0,4.828409778283441e-05,0.0,0.06732186263298738,0.00033101894629511023,0.0,0.0,0.015920024057166332,0.0,0.00010541828686282748,0.0002445600426437232,0.0010836093595048158,2.9138425108300976e-05,0.0,0.0,3.7030469938161643e-07,0.0,0.0,0.0009201490459565314,0.0001268037897597762,0.0,0.0005832698635781633,0.00048238619618135297,0.0006411862593377601,0.00013479261918235993,2.3163475801208446e-05,0.0008586538831171987,3.8569083235653006e-05,0.3034079733296532,0.0003267625235307336,0.0,0.0,0.0025212896102344163,6.594914512334497e-05,0.0,0.00045825679334974114,0.0,0.0,0.02164045897702478,0.38130814084004105,0.0,0.0013877714683717174,0.0,4.3953088037765504e-05,0.0005848842898074657,0.0,0.0,0.0,0.0,0.0001612071652989558,0.0,0.0,0.0,1.828454546069915e-05,0.001803183298799068,0.06641754001178574,9.334634843585361e-05,0.0,3.2258839536489988e-06,0.0002528247829186945,0.0,3.9764021260311376e-05,0.0,0.0,0.00411288934568401,0.00011503355752494104,0.0025373216144622818,0.0012357283308991763,0.00028880960012462063,0.0,0.0003980441427611168,0.0,4.280870831265404e-06
component_2,0.5378503813609538,0.005662487647858159,0.0009575195783419137,0.004957916116405727,0.000205232251123064,0.005824010975677189,0.07435565786793563,0.027360169325145105,0.00016996337746719728,0.0004877687795325978,0.017561314183735684,0.00012119530260915961,0.00035489940704934534,0.001773010251546032,0.0007532864833725893,0.0007295562777011026,0.0013354231095085694,0.0003542475683893875,0.001040047666243973,0.0,6.997103006944726e-05,0.00032517879581034023,5.1743070678807415e-06,0.0009065557969960996,0.00012324356509171752,0.00012338348210718463,0.0,0.00019864146227253365,0.00016793984636335912,0.00047817024712603853,0.001975932856892653,0.00032537435318160854,0.0002702193508511569,0.0,0.0,0.0,0.00020515357104308317,0.0003040806907649265,1.6776261695536264e-05,0.0019857480661318347,0.0019044743929291087,0.00027771343688144277,0.005935943951075531,0.12062836107156019,8.5697432511696e-05,0.030520409539875563,0.1148127197652741,0.004485456018962228,0.004717779178681974,0.0005840644779429012,0.00048418831538485574,0.0012409587932918084,3.6490670323236964e-06,0.00014238663087977067,0.0066818343622890635,0.004054700076003623,0.0,0.0005137199400472737,0.0003802923031355132,0.0006622262015537585,6.086003504598345e-05,0.0005732155497867478,0.0,0.002119632100749544,0.0005504176310288928,0.00019093378587641495,0.00044586230800539077,0.0023657398538898893,0.00011679888195179658,0.0002838734806604678,0.0010125950968349548,0.0,0.000358486223589738,0.0010736928984213187,0.00274461889614314,0.00036692369988792296,3.594374015378253e-05,0.00018046853069833554,6.458883446136458e-05,3.1422834398286e-06
