component,Calanoida indet (small),Calanus propinquus,Calanus simillimus,Candacia falcifera,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Eukrohnia hamata,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.5504982030867067,1.0479350382803379e-09,0.0,5.384497062846006e-06,0.0013640140593491655,0.00024330046061716776,0.0034906350103815578,4.318114459506507e-06,0.0,5.265195954775482e-06,5.4005299143897576e-05,6.239408935840908e-06,6.29095250817259e-05,1.2903809435579385e-05,0.00032043028495862275,0.004525691587065364,0.034892859981313716,0.0,8.032278193869766e-06,0.00034623981422084784,0.0015203724729554954,5.782334673241203e-05,0.0002807727156846416,0.3948609673927948,6.041843915950383e-06,0.00036964446020533995,0.0,0.0002419445856015221,3.491388104823138e-05,3.231848808711758e-05,1.9486935598879477e-05,0.0,2.0638711379495114e-05,0.004861380498516371,1.1426340978796385e-05,0.0004988831568174321,0.0002894405521836469,0.0007436082126479906,0.00010146602094655759,0.0001427354906030332,2.167660053208968e-05,3.3664873578441717e-05,4.318114459506507e-06,6.041843915950383e-06
component_2,0.17152494030807874,3.7454439766591926e-08,0.6948121053726458,8.942444863498923e-05,0.08658468532581184,0.001729005047484679,0.0003600736037043912,0.0004034969247525282,6.053378537884574e-05,5.4057038391342994e-06,4.603240581056831e-05,0.00028979430253764035,0.0007853051371183383,0.0021211328113583203,0.0008942067852937114,0.003819884094344019,0.0,0.00032940670165689884,7.459501945326909e-05,0.0011331922906309382,0.005472832530489284,0.0014770987534002578,0.0009315753265192226,0.0,6.800847274399539e-05,0.006429784926791891,0.0017198910478799592,0.0,0.0002801895916457442,0.00012660955808709807,0.0,0.0008952262787134803,6.972819177854193e-05,0.0044859201300450294,0.00015743292137898466,0.002365542929225348,0.0068547348947964664,0.0027647299907324367,0.0,0.00036593153530149394,0.0,0.0,0.0004034969247525282,6.800847274399539e-05
