component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Euphausiidae indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Oncaea sp.,Paraeuchaeta exigua,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura
component_1,2.2177868019674487,0.0,0.0,0.0,0.011918465376743797,0.02261274127357402,0.003994260059814112,0.5289364512690161,0.03399036739723497,0.008548517267468487,0.5412915495692425,0.06238400840118561,15.953558472330718,0.007397858320712278,0.02085472039815308,0.0,2.1229801925861285,0.0,0.03622373987876613,0.07301054587247062
component_2,13.595910025186999,0.5602639959648631,0.10249604566007098,2.3814839877387524,0.0,0.5888785681791838,0.06678406924359179,0.0,0.0,0.016531914520799794,0.5034515389030386,0.06510551799638174,6.427221943536171,0.004644507113214481,0.0,0.5827980626720969,0.0,0.029079236129195468,0.04831364821816994,0.015268977995083057
