component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Euphausiidae indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Oncaea sp.,Paraeuchaeta exigua,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura
component_1,0.10245953942311935,0.0,0.0,0.0,0.0005506212193382362,0.0010446861050526538,0.0001845308330366382,0.024436336771886894,0.001570321090040657,0.0003949329760635213,0.025007129997027183,0.002882078999876428,0.7370384979226693,0.0003417736797717657,0.0009634672931127213,0.0,0.09807956857882526,0.0,0.0016735006723228455,0.0033730144378565307
component_2,0.5440925153862843,0.022421113870286932,0.004101772606395903,0.09530422096354782,0.0,0.023566235788860246,0.0026726208216413866,0.0,0.0,0.0006615880025029278,0.0201475453772049,0.002605447151868095,0.25720995120783907,0.0001858677759176771,0.0,0.023322901026417552,0.0,0.0011637172283234542,0.0019334560421343037,0.000611046750775206
