component,Calanoida indet (small),Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia longirostris,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Hansarsia megalops,Hyperiidea indet,Oikopleura sp.,Oithona similis,Radiozoa indet,Salpa thompsoni,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Turborotalita quinqueloba
component_1,3.240680780906167,0.47920412830826725,0.0,0.26541549720418006,0.0,0.0800145285445524,0.08967177955749253,0.0396136978324778,0.08281934029954753,0.11961026105624764,1.1846776853456804,0.03416276123981762,0.26173086414086,0.0396136978324778,0.9495710467163608,2.607037151117993,0.0,1.0338740489225582,0.0800145285445524,2.347203139928047,0.08037940832808023
component_2,0.7614763498260997,0.11949229794867852,0.13080848217123484,0.04441395703193767,0.11070677583295382,0.0246340971215535,0.1554870765919112,0.02134957288630493,0.07616438684128256,1.0257332361042206,2.269267780012267,0.1697270776295953,0.02485664953957867,0.02134957288630493,2.3728416426034897,1.107560961920698,0.13080848217123484,0.0,0.0246340971215535,0.08067629752616656,0.0929379362422035
