component,Calanoida indet (small),Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia longirostris,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Hansarsia megalops,Hyperiidea indet,Oikopleura sp.,Oithona similis,Radiozoa indet,Salpa thompsoni,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Turborotalita quinqueloba
component_1,0.2489902029719068,0.03681853944870417,0.0,0.020392585073522505,0.0,0.006147731001582533,0.006889723518719702,0.0030436267348178604,0.0063632322173421876,0.00918997741258249,0.09102196645484736,0.002624816645101483,0.020109484825044304,0.0030436267348178604,0.07295809234010406,0.2003056620808731,0.0,0.07943531828415176,0.006147731001582533,0.18034191755954485,0.006175765694754482
component_2,0.08687766290378271,0.01363300591430639,0.014924081649578891,0.005067236544017375,0.012630656164405469,0.002810530866985063,0.017739689261697545,0.0024357959334912038,0.0086896775281089,0.11702701776072189,0.258903223028981,0.019364346429558324,0.0028359221138123977,0.0024357959334912038,0.2707200773828922,0.1263628317768638,0.014924081649578891,0.0,0.002810530866985063,0.009204446313275827,0.01060338997746593
