component,Calanoida indet (small),Calanoides acutus,Clione sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia crystallorophias,Euphausia superba C2,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae metanauplius indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Globigerina bulloides,Limacina sp.,Oithona similis,Oncaea curvata,Pleuragramma antarctica,Polychaeta indet,Pteropoda indet,Salpidae indet,Tintinnina indet
component_1,0.005995779154414852,0.0011272576968349153,0.0,0.037356467058917084,0.6731803169959214,0.013171057008878261,0.0,6.234928097521316e-05,0.01792705531798364,0.0,0.00024939712390085263,6.234928097521316e-05,0.06071609302200099,0.00020222760504484514,0.0,0.07065907253154267,0.07749735337651675,0.02885635743670714,2.7370091900887027e-05,0.008928706250601232,0.0006516030285554832,0.0,0.003329187738328447
component_2,0.004541208150553827,0.000370195280358328,1.706552282118671e-05,0.009345099978947143,0.0,0.016815014190175625,5.1196568463560135e-05,0.0,0.010705560948684977,0.00042242913352401784,0.0,0.0,0.048116631965337796,0.0,0.005178142696878905,0.13898291900406815,0.6090810179305614,0.14885752705851885,0.0021157053327763124,0.005330973486162192,2.7459254936448575e-05,4.185349723103422e-05,0.0
