component,Calanoida indet (small),Calanoides acutus,Clione sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia crystallorophias,Euphausia superba C2,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae metanauplius indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Globigerina bulloides,Limacina sp.,Oithona similis,Oncaea curvata,Pleuragramma antarctica,Polychaeta indet,Pteropoda indet,Salpidae indet,Tintinnina indet
component_1,0.19476606132918844,0.03661768321701562,0.0,1.213482312616786,21.867496371858255,0.4278467954031529,0.0,0.0020253454254244114,0.5823399871129694,0.0,0.008101381701697646,0.0020253454254244114,1.9722931736877554,0.0065691335708416565,0.0,2.2952795457799167,2.5174133155765825,0.9373659265145471,0.0008890862822771752,0.2900388597392599,0.02116658271652231,0.0,0.10814487433917855
component_2,0.15641270949098846,0.012750626027692773,0.0005877873409120386,0.3218730257922751,0.0,0.5791590789103193,0.001763362022736116,0.0,0.36873134617282866,0.014549715219366053,0.0,0.0,1.657279853239351,0.0,0.17835062884114403,4.786984919804156,20.978561025094155,5.1270957779179405,0.07287118154751801,0.1836145755823939,0.0009457783750101665,0.0014415588730019501,0.0
