component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Copepoda nauplius indet,Egg indet,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia sp.,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.13355456814529665,0.00010718112745681973,0.0,0.0030703092219712554,0.000965004156963294,0.0,0.020728236718398563,0.0006647271912062891,0.00020288061508931716,0.000171705603976438,0.0010081593491821491,0.0005767207113796588,0.011590567326281304,0.06905543340768533,0.00019664307988220082,0.00825344423496334,0.0010933888847202164,0.204095229967187,0.5381701946716754,0.0003093308328815451,0.004143088873936397,0.0,7.115356826169687e-05,0.00016261344015284466,3.433915192542961e-05,0.0005658470861484714,0.0004717055733191594,0.00040393660792419333,6.516032731336735e-05,0.00026843012482135513,0.0
component_2,0.10612030396569323,0.00419460881879639,0.0009312603298019184,0.08264122058889388,0.0002667582247927621,0.0026933356739677746,0.00022042370336175342,0.0,0.0,0.0004543147129685535,0.0020582358354165374,0.0,0.691460302443755,0.003952253468536174,0.0013125595868213734,0.0,0.0014501041492479476,0.09577263850412611,0.0,0.0003825069751026738,0.0,0.0011864702402617198,0.0,5.230072231065613e-05,0.0005607876440389066,0.0017998428832831312,0.0,0.001689278355702788,2.989008867279613e-05,0.0,0.0007706030844476733
