component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Copepoda nauplius indet,Egg indet,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia sp.,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,3.171050111280179,0.00254485287077058,0.0,0.07289982315995668,0.022912556132076073,0.0,0.49216045744695447,0.015782936240357245,0.004817091665151154,0.004076888437125983,0.023937210541044245,0.013693356216827058,0.2752003942674506,1.6396162469988358,0.004668990877680359,0.19596548154947516,0.025960856245609867,4.845930848244026,12.778032825089788,0.007344590197500917,0.09837134451624789,0.0,0.0016894332682710386,0.0038610088344663666,0.0008153309396046691,0.013435178522284529,0.011199931470242848,0.009590860449749883,0.0015471328764532649,0.006373465086268464,0.0
component_2,1.556973573362887,0.0615423706623778,0.01366324510238432,1.212493667271792,0.003913817534991208,0.039516023907347764,0.003234007708722532,0.0,0.0,0.0066656047490276545,0.03019797987506734,0.0,10.144952263635396,0.05798658669251422,0.019257583268944025,0.0,0.02127560659582,1.4051549197443647,0.0,0.005612057538530708,0.0,0.017407628329694686,0.0,0.0007673446028934053,0.008227751989094177,0.0264068957659887,0.0,0.024784717529017213,0.0004385407545012485,0.0,0.011306117615577437
