component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica,Vibilia sp.
component_1,0.3566737097989247,0.00010061662493295751,8.2010809556357e-05,0.04342441320797368,0.00010874718291203443,0.00013030484144383814,0.034715807283141005,0.03301791421415599,0.06281138915371641,0.24555864260866486,2.337933483351995e-05,8.812746813428487e-05,0.0,0.000320028363997652,0.0007918175756840949,2.8506755350223414e-05,0.0016080246831497546,0.0032760856690235763,0.0,0.04004589683457521,0.0,0.0005298165401582285,4.531202679441755e-05,0.0004955555786979673,0.00048031208072235344,0.004152031103072842,8.633229922136975e-05,0.003487717535545942,0.001170273997149804,0.12157797514207164,0.00415838937383639,1.3694039666813164e-05,0.0002139575218340913,1.968494677689504e-05,2.739870739967041e-05,0.0004364469611540769,0.029446787707860612,0.00016422632809716327,0.0,0.005898566778722398,0.0,0.00012215551884238365,0.0001639971961892153,0.0016747477667409688,0.001558978410725535,7.47275469153371e-05,0.0008280116789370722,0.0003282312805218798,3.924952217486191e-05
component_2,0.0,0.00048504025006729,0.0,0.0,0.0,0.0,0.0,0.0010058392045620625,0.1276556647144498,0.10165256516733892,0.0,0.0,0.000413621829596347,0.0,0.0,0.0,0.0,0.0,0.00029539603267202233,0.10536822882370703,0.06649580302094044,0.0,0.0,0.0,0.0,0.0,2.512267298125301e-05,0.0,0.00036017552883389943,0.5606386477856714,0.0,0.0,0.0,0.0,0.0,0.0,0.03342582860944327,0.0,0.0001330046813132801,0.0007442180584476488,0.0012666124034553612,0.0,0.0,0.0,0.0,0.0,3.423121651978816e-05,0.0,0.0
