component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica,Vibilia sp.
component_1,22.719451158847026,0.006409091651922055,0.005223935857968232,2.7660542615723904,0.00692699305543158,0.00830017576180074,2.2113322802903306,2.1031796534104386,4.000968529196306,15.641628284084852,0.0014892200946796243,0.005613555619668408,0.0,0.02038521086790875,0.050437305142599795,0.0018158272339212215,0.1024281780444011,0.20868055677986563,0.0,2.5508490596581144,0.0,0.03374832704675693,0.0028862917321394368,0.031565967598424276,0.030594985162005896,0.2644766498474387,0.005499206702665671,0.22216111260165897,0.07454427447344708,7.7442906285102975,0.2648816598554614,0.0008722848273646812,0.013628695734591644,0.001253894454722489,0.0017452466427460506,0.02780085872591316,1.875705544686302,0.010460911297061167,0.0,0.3757277201953873,0.0,0.007781079086787012,0.010446316021187058,0.10667831422537406,0.09930402181911119,0.004760005589760374,0.05274280212346183,0.020907721376006914,0.0025001214767485136
component_2,0.0,0.01897937714864073,0.0,0.0,0.0,0.0,0.0,0.039357974130237186,4.995100933252139,3.9776129345349203,0.0,0.0,0.016184810847616877,0.0,0.0,0.0,0.0,0.0,0.011558695822700749,4.123004954850604,2.6019467954691744,0.0,0.0,0.0,0.0,0.0,0.0009830373570585507,0.0,0.014093484407740081,21.93750382355286,0.0,0.0,0.0,0.0,0.0,0.0,1.3079355942036526,0.0,0.00520440521962725,0.029120872360896922,0.04956189615808291,0.0,0.0,0.0,0.0,0.0,0.0013394500116138998,0.0,0.0
