component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Rhincalanus gigas nauplius,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5
component_1,0.5795219538750083,2.4614586691488016e-05,0.1885051928516908,0.00021171844771708198,0.0001394184026780082,0.021661139251121713,0.0,0.0,0.15550058348307413,7.883549751988804e-06,1.9654073032926903e-05,4.1896718748284685e-05,0.0008225805811391965,0.00015049608056327826,0.00017239834274766395,1.9361863298992392e-05,0.003226490247752595,0.00198387214827257,0.0,1.2120332221734251e-05,2.526314752710137e-06,0.0002956209242213801,0.006885392160536017,0.00011075371624913958,0.0010661044583802853,0.00016260552002535586,0.00011400072580330975,0.018279666436733146,0.017795941139708473,0.0020341412709038538,5.746776207510408e-05,0.00012498356580962878,2.7053810134077546e-05,0.0,0.0,4.8102528007915346e-05,0.0006443651672902909,4.069739598303858e-06,7.946108626273611e-05,5.736781354191863e-05,0.0001123716778200113,3.9037783839276044e-05,3.759156279685035e-05
component_2,0.1383429823070601,5.711752640858667e-05,0.0,0.00016049074347768665,0.00011453798104294303,0.023459889037346637,0.000713444181814107,0.08064012364833845,0.036130909181309595,5.2630647381599734e-06,5.3910056142947676e-05,7.98285260259125e-05,0.0020143290807560937,0.0,0.0002508685698449814,4.9823277602180196e-05,0.004533821719116995,0.008151374547063243,0.012431098649205136,2.845106620428728e-05,7.600474616906571e-06,0.0009174012829577051,0.006070601380435734,0.00015455757422534402,0.00011151013772748948,0.0003887873344984348,0.0025904007692208993,0.6589685848229636,0.0,0.0,4.0939137380095624e-05,0.0,3.783871621517448e-05,0.01901573807149963,2.5252336665656773e-05,0.0,0.00312328803478486,0.0001133513214186684,0.00022604955003350125,0.0001515960043784106,0.000497538888177401,5.541807620711297e-05,0.00028528292309545417
