component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Rhincalanus gigas nauplius,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5
component_1,44.88884325269982,0.001906606499263886,14.60131061068403,0.016399372188972847,0.010799126387720416,1.677837186351394,0.0,0.0,12.044826379745022,0.0006106471493023228,0.0015223730486014588,0.0032452527952027007,0.0637157756018956,0.011657185591294672,0.013353699774235315,0.0014997389501763827,0.24991877187618788,0.15366756220664493,0.0,0.0009388215401230868,0.0001956842983826759,0.02289832376644334,0.5333314594227287,0.008578805643373261,0.0825787454698545,0.012595163395684285,0.008830313807891564,1.4159137128515575,1.3784451253540262,0.15756132800992137,0.004451360896034627,0.009681027021112591,0.0020955448441196322,0.0,0.0,0.0037259448505235185,0.04991149480806743,0.00031523551728459496,0.006154928596038202,0.004443619042581968,0.008704130357748823,0.0030238042717394466,0.002911782303894886
component_2,6.8335550636282525,0.0028213629293099224,0.0,0.00792756028869734,0.005657689224860784,1.158818762251995,0.035241108872662345,3.983279210112772,1.7847132776234103,0.0002599730184493858,0.0026629275369996334,0.003943189738642165,0.09949929125470336,0.0,0.012391840606445149,0.0024610580548946226,0.22395151419746837,0.40264324133174173,0.6140434137250984,0.0014053616908040877,0.00037543112731992415,0.04531572240231189,0.2998618947686818,0.007634486956667254,0.005508126640079535,0.019204441121844492,0.1279547830915354,32.55024602255591,0.0,0.0,0.002022219305084679,0.0,0.001869071683155425,0.9392966019678853,0.001247358053240679,0.0,0.1542771480659659,0.00559907328533834,0.011165886563249895,0.007488197999422707,0.024576305439984274,0.0027374173157630904,0.01409176332022821
