component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Clio pyramidata,Clione limacina antarctica,Cnidaria indet,Egg mass,Eukrohnia hamata,Euphausia superba,Foraminifera indet,Fritillaria sp.,Hyperiella dilatata,Hyperiella sp.,Limacina sp.,Metridia gerlachei,Nauplius indet,Oikopleura sp.,Oithona similis,Pelagobia longicirrata,Pisces larvae,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Vibilia antarctica
component_1,0.28349081773765217,0.003766964776320182,0.0002937346453716291,0.0053746325870660345,9.571428252239179e-05,9.254111033043917e-10,9.663420232002153e-05,0.0,0.0005787040061347413,0.0001462828516532113,0.0,0.01002570486179136,7.749676574334732e-05,6.365691870191734e-06,0.00017051919935091433,0.0004157264201345242,0.03659567931093716,0.004303877867281033,0.6302986348941094,0.0008408057613676222,0.0,2.0374972324535277e-05,0.004783909873798526,0.014824744953702545,1.8975807922397265e-05,0.0003028699733272722,0.00041631662222687605,0.003054509589504989,1.420155941774302e-09
component_2,0.0,0.005197508065365289,0.0,0.0002514076499499022,7.783911520573358e-05,0.0,3.536061621239425e-05,0.0,0.0,0.0,0.4514916605431176,0.0,0.0,0.0001119859563846818,0.0018770994523532915,0.0,0.0,0.0,0.532872272380713,0.0,5.386346897354685e-05,3.884079944696689e-05,0.0029087385844940145,0.0032621377998109133,0.00015981749731324324,0.00013365935096716478,0.0,0.0015278087196921664,0.0
