component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Clio pyramidata,Clione limacina antarctica,Cnidaria indet,Egg mass,Eukrohnia hamata,Euphausia superba,Foraminifera indet,Fritillaria sp.,Hyperiella dilatata,Hyperiella sp.,Limacina sp.,Metridia gerlachei,Nauplius indet,Oikopleura sp.,Oithona similis,Pelagobia longicirrata,Pisces larvae,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Vibilia antarctica
component_1,14.410139989810858,0.1914788288264575,0.014930844651129751,0.2731982947154706,0.004865258850988121,4.703963131208837e-08,0.0049120193533882745,0.0,0.029416140556563792,0.007435713040914971,0.0,0.5096172486568429,0.003939243083889458,0.0003235748928783751,0.008667672389555436,0.0211318164002945,1.8601973287926667,0.21877069268593488,32.03875044946287,0.04273905173450603,0.0,0.0010356815286934058,0.24317123048362926,0.7535575642304928,0.0009645605129777321,0.015395203094003456,0.02116181700081109,0.1552639734021994,7.218803801704698e-08
component_2,0.0,0.2561675810206219,0.0,0.012391032149984636,0.003836426533690598,0.0,0.0017428050913262014,0.0,0.0,0.0,22.252495826417853,0.0,0.0,0.005519408761769498,0.09251587876288977,0.0,0.0,0.0,26.263470742519274,0.0,0.0026547480790418106,0.0019143315439063846,0.14336187989326596,0.16077973109884236,0.007876863523178764,0.006587617024821017,0.0,0.07530052076181805,0.0
