component,Calanoida indet (small),Calanus propinquus,Calanus simillimus,Calanus sp.,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eucalanus sp.,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma sp.,Primno macropa,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.065678996559676,3.436011831341994e-05,0.0682502065781577,0.00025601068806472394,0.0003715864222785147,0.0,0.014930617945770292,0.040424678892164674,0.10782726827920343,0.24343107172046344,0.00044868494821721707,0.0,0.0004451219673590567,0.0,0.00016132094891023417,0.0,0.0,0.014204831140964528,0.0,0.0,0.0,0.000128756876914629,0.006273051294764355,0.0009279710447800496,0.008056281310255235,0.00035004337062937465,0.3820320905912183,0.0,0.00020183102872063557,0.0,0.0,0.0,0.0,0.04206691609155627,4.359524714085125e-05,2.5017018299212044e-05,0.0006217484948476513,0.00012858294476360898,0.0,0.00014895205956653212,0.00033537137726531523,0.0009508207878511782,2.4944782943718844e-05,0.0007762164036097302,0.00020458835645397022,0.00023846470887604556
component_2,0.1316789055172353,3.554757408736855e-05,0.042670185014503544,0.0009497322173247588,0.0,0.0007945955055944909,0.006485292563875424,0.0,0.05356313998613841,0.0,0.0003521072778782871,1.4376687263251996e-05,2.8193476873537382e-05,0.0005990296102380564,0.0001189508614826537,0.002044209311245349,0.3717006532744421,0.03211778256797697,0.0004883260317013373,0.000287845598688811,9.727354539218432e-05,7.672865747299585e-05,0.012185230948400507,0.0008120316418216919,0.0,0.04212685248745114,0.29335953586768615,2.4535483998859757e-05,0.0012606211591689191,0.00100950136235781,1.4376687263251996e-05,0.0004581286201622707,0.00020147182716284798,0.0007473220230622806,0.00010240272313587974,0.0001588206173619101,0.000865787524215855,0.0006805082393800072,2.889760537334139e-05,0.0001955261709903506,0.0,0.0,7.924196373056735e-05,0.00037303538140493375,0.0006726289130297694,0.0005406674734267028
