component,Calanoida indet (small),Calanus propinquus,Calanus simillimus,Calanus sp.,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eucalanus sp.,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma sp.,Primno macropa,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,3.7458135368152745,0.0019596309786499232,3.892455139119183,0.01460083666246204,0.02119236778233878,0.0,0.8515250497694163,2.3055058290681676,6.149619548329545,13.883394258367764,0.02558946148439152,0.0,0.025386257071580733,0.0,0.0092004784764151,0.0,0.0,0.8101318772075736,0.0,0.0,0.0,0.00734327985761259,0.357765521519728,0.05292417185684955,0.4594669402558062,0.019963721506990485,21.78810656971895,0.0,0.011510854902361175,0.0,0.0,0.0,0.0,2.399166126185426,0.0024863301121330894,0.0014267740176389532,0.03545964540397271,0.0073333601353283715,0.0,0.008495054283508736,0.01912694636982434,0.05422734153653271,0.001422654280940521,0.04426928035506119,0.011668111195696544,0.013600151971703806
component_2,4.6496824143572635,0.0012552119070086405,1.5067167220139086,0.03353576772147049,0.0,0.028057772308917307,0.229000618343282,0.0,1.891355255976866,0.0,0.012433176076965407,0.0005076517736996783,0.000995533134966076,0.021152191639674682,0.004200245488341709,0.07218258724453618,13.12503308063315,1.1341033570097998,0.01724316399164925,0.010164047255832653,0.0034348029520417196,0.002709347316702404,0.4302697826436892,0.028673455555003693,0.0,1.4875312367893738,10.358748575939925,0.0008663666213591831,0.044513492969359386,0.035646261740916695,0.0005076517736996783,0.01617687039784406,0.007114123618113657,0.026388509646594577,0.003615918123536304,0.005608076925338512,0.030571616692162313,0.02402926407264443,0.0010203964484187984,0.006904177971630004,0.0,0.0,0.002798094074292933,0.013172163347185089,0.023751039059884984,0.01909138015183508
