component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calanus sp.,Calocalanus sp.,Chaetognatha indet,Cirripedia cyprid,Cirripedia nauplius,Clausocalanus laticeps,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus citer,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Euchirella sp.,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Hyperia sp.,Hyperiidea indet,Limacina sp.,Mesocalanus sp.,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea curvata,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces egg,Pisces larvae,Pleuromamma gracilis,Polychaeta indet,Polychaeta larvae,Primno macropa,Pseudosagitta gazellae,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Sergestidae indet,Siphonophorae sp.,Subeucalanus sp.,Themisto gaudichaudii,Themisto sp.,Thysanoessa macrura,Thysanoessa sp.,Thysanoessa sp. furcilia,Tomopteris sp.
component_1,0.0,0.003639983219974217,0.004624722018886126,5.8718816227590057e-05,4.480077505550436e-06,0.0010413765141105544,0.0,4.752163886563763e-05,0.0,0.0,0.03592046613752852,0.12913735516117733,0.0007410492153700717,0.009026050942831636,1.0349972502484286e-05,0.0002649334744894674,0.0,0.0001866975001574836,0.0,0.0033950649785281757,0.0073412726849249035,0.00019864032039170048,0.005030275226810652,0.21268229379338485,2.5579191042603002e-05,5.682727316245637e-06,9.610942095801706e-05,0.0012445488745525602,0.00017876619494172708,0.002670893373589278,1.7048181948736924e-05,0.0007858974179276796,0.00011388245422683661,0.011404695435897871,0.008552959814475162,0.49187484906191953,3.535154777556562e-05,0.00011501360615667758,0.0003632733288364354,6.042419257201825e-06,0.00016138870800511907,4.2651908640399184e-05,9.353287209714654e-05,1.6509009372497316e-05,0.00019211770618995222,5.245617581407893e-05,1.754230130039937e-05,0.0,0.008523524566572882,0.04675751581741124,0.001043438147914626,0.010413654123053909,0.0003284362600198297,0.0,0.00023279097360903803,8.641720378961238e-06,0.0,0.0004673694386345072,0.0003913034512132478,5.7513707513446645e-06,0.00026736714309493875,3.1706979351201926e-05,0.00011045658208567355
component_2,0.31922717574038234,0.0003445618152271058,0.021529051338690847,1.331636427849198e-05,0.00010864328658627825,0.001747565946621537,0.00017209347782071106,9.886844985327955e-05,0.0004605862800246797,0.07115616622340118,0.01561278165634316,0.08051792050958036,0.0,0.20457230249091812,0.0001008069718864455,0.0,0.0001528834535152458,0.0,0.00017209347782071106,0.005360278320610591,0.004425304557543854,0.0,0.005353925197990778,0.023752177646757362,0.0,3.978860302144178e-05,0.0003601704643207,0.0011905500099738146,0.0,0.007966244775248372,0.00011936580906432533,0.008389622763868414,0.0,0.00039352226143534857,0.08182754520477528,0.13010785943831615,0.0,0.0019767094643282942,0.0014738597887547541,5.802808206910182e-05,7.841321314888061e-05,0.00018352166117464901,0.0,3.898685979337129e-05,0.0,2.1830418139143426e-05,7.054807046357353e-06,0.0008029020998561753,0.0014533390472862928,0.0,0.0007031912362835058,0.0,0.0006848346535422221,0.0035502447068787835,0.0003647022210737648,4.188656690398405e-05,0.002582170534956602,0.0,1.3001829458046293e-05,0.0002935117606707969,0.0002323542296231751,3.8265288791597136e-05,0.00012801899434403393
