component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calanus sp.,Calocalanus sp.,Chaetognatha indet,Cirripedia cyprid,Cirripedia nauplius,Clausocalanus laticeps,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus citer,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Euchirella sp.,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Hyperia sp.,Hyperiidea indet,Limacina sp.,Mesocalanus sp.,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea curvata,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces egg,Pisces larvae,Pleuromamma gracilis,Polychaeta indet,Polychaeta larvae,Primno macropa,Pseudosagitta gazellae,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Sergestidae indet,Siphonophorae sp.,Subeucalanus sp.,Themisto gaudichaudii,Themisto sp.,Thysanoessa macrura,Thysanoessa sp.,Thysanoessa sp. furcilia,Tomopteris sp.
component_1,0.0,0.22548811689821488,0.28649029300297973,0.003637488004064318,0.0002775299168252141,0.06451074495625819,0.0,0.002943850070771906,0.0,0.0,2.2251856060794624,7.99974540451758,0.04590619846425576,0.559141926522639,0.000641155650588416,0.01641198507128129,0.0,0.011565456540872005,0.0,0.2103160268856457,0.45477400672515844,0.012305285238512688,0.3116133289156506,13.17515137484698,0.0015845687387583869,0.0003520311506807857,0.005953745124175215,0.07709677906499723,0.011074131452384759,0.16545535538233405,0.001056093452042358,0.048684435651034974,0.007054741354422626,0.7064931737944914,0.5298350805270389,30.47045185701475,0.002189942495780525,0.0071248134682680925,0.022503900124917063,0.0003743131925277394,0.009997638356411964,0.002642182114648989,0.005794134182139595,0.0010226930208996315,0.01190122513583557,0.0032495326459450343,0.0010867029453823082,0.0,0.5280116384343678,2.8965145044215994,0.0646384581615452,0.6451005722640089,0.020345828350683562,0.0,0.014420835234063479,0.0005353335818473086,0.0,0.028952401218546635,0.024240298105130478,0.00035628344471141975,0.016562744928631933,0.001964170336610438,0.006842516898659782
component_2,20.447000184831612,0.022069723491725018,1.3789694304079732,0.0008529339716523612,0.006958772528554916,0.11193433375683569,0.011022856574310335,0.006332678938550323,0.029501272035982868,4.557663803363166,1.0000230985115373,5.157298816190299,0.0,13.103176122590035,0.006456844308489504,0.0,0.009792424454571538,0.0,0.011022856574310335,0.3433342150713674,0.28344768234776907,0.0,0.3429272876251677,1.5213641495496426,0.0,0.002548522291207604,0.02306948189312518,0.07625659130531989,0.0,0.5102504447315204,0.007645566873622812,0.5373684674734437,0.0,0.025205716692640778,5.241182327431487,8.333612010986334,0.0,0.1266113346670384,0.09440302600550847,0.0037167894683167355,0.005022489015948721,0.011754849602812072,0.0,0.0024971693827513484,0.0,0.0013982724456047977,0.0004518714318298952,0.051427136007719775,0.09308864040025616,0.0,0.04504049915209638,0.0,0.04386473130014773,0.22739872947654263,0.023359748005189796,0.0026829001611199032,0.165392063764844,0.0,0.0008327875241675163,0.018799887605956262,0.014882652033094034,0.002450951630855927,0.008199816932701356
