component,Calanoida indet (small),Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clio pyramidata,Decapoda (natant) indet juv,Euaugaptilus sp.,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba C1,Euphausia superba furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Nauplius indet,Nematocarcinus longirostris,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Salpa thompsoni,Solidosagitta marri,Spongiobranchaea australis,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.593729258518147,0.0,0.06757279446600166,0.0005713513052462558,0.00041064756866628625,0.0,0.00011274911394802516,0.0,0.0,0.0016597715195361526,0.0018079343845007548,0.0008870495377252274,0.0,0.0,0.008853340889737672,0.00020690713957082418,0.00027350067915545505,0.0,0.0,9.064125040216923e-05,0.0007783089553378355,0.004033206756447009,0.0,0.001571745522871814,0.027555181595401896,0.0007501407875931155,0.0006989912034778469,0.0,0.0,0.2558825772051056,0.010411651882250104,0.002928253984744013,0.0,0.00031635599300804877,0.003934514391629961,0.0009594493113610561,0.0,0.00041828791604509773,0.0,0.0004114683364116251,0.005463305216851153,0.0005177164737779666,0.0071928980950483916,0.0
component_2,0.01714050085299022,0.004424376284620869,0.06800265849231328,0.0,0.0011495325008781883,0.0009827345760469802,0.0,0.00013094600675805899,0.0007979302083079591,0.005449287556045071,0.0005586506000349781,0.0,0.0001895497442906257,0.0009827345760469802,0.003650536770400177,0.0,0.0,0.003902348030034955,0.042351349133941084,0.0006338389835224608,0.00025376986544735147,0.0,0.00038387737637000127,0.004712852392799282,0.02251380509538513,7.495085351531241e-05,0.0015991107451058214,0.0009827345760469802,0.11286411461848819,0.6738059301104318,0.008014580600230943,0.0,0.0009827345760469802,0.0,0.0,0.002151375452122846,0.0022370710532774968,0.0009036541570411875,0.0002236449072335965,0.00017591734693868112,0.00868514419835295,0.0,0.008864112851699543,0.0002236449072335965
