component,Calanoida indet (small),Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clio pyramidata,Decapoda (natant) indet juv,Euaugaptilus sp.,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba C1,Euphausia superba furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Nauplius indet,Nematocarcinus longirostris,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Salpa thompsoni,Solidosagitta marri,Spongiobranchaea australis,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,17.924159197616525,0.0,2.0399626733224494,0.017248588655643746,0.012397085522211483,0.0,0.0034037956506279203,0.0,0.0,0.05010702861787061,0.05457993397110969,0.02677923801505423,0.0,0.0,0.26727450140235215,0.006246342850017323,0.008256742687860617,0.0,0.0,0.002736378877696571,0.02349645637343908,0.12175893126757407,0.0,0.04744960192867833,0.8318664686795465,0.02264608439712507,0.021101923863648633,0.0,0.0,7.724867831455422,0.31431852678675204,0.08840138807476745,0.0,0.00955050656581886,0.11877949639352879,0.02896492290408742,0.0,0.012627740826423215,0.0,0.012421863771759837,0.16493233413562003,0.01562940071099984,0.21714720758357145,0.0
component_2,0.32303764736087826,0.0833838006416162,1.2816089215858495,0.0,0.021664610493792816,0.018521061207556515,0.0,0.0024678677897002977,0.01503815433753858,0.10269974296524799,0.01052858239556982,0.0,0.003572340387172391,0.018521061207556515,0.06879967044304458,0.0,0.0,0.07354541956607602,0.7981727199296387,0.01194561674707342,0.004782661895839399,0.0,0.007234727013008968,0.08882055211726048,0.4243053743605047,0.0014125577539965803,0.030137565838886653,0.018521061207556515,2.127088255502433,12.698851935981198,0.15104641829827728,0.0,0.018521061207556515,0.0,0.0,0.04054579680047501,0.0421608549381341,0.017030675790756566,0.004214913280342059,0.003315418048307796,0.16368416377613995,0.0,0.16705708812790077,0.004214913280342059
