component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Eukrohnia hamata,Euphausia frigida,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F6
component_1,19.121378157473707,0.12887540494917696,0.0024116180849814177,0.0,0.0,0.16459841681796902,0.024852170981213707,0.10438000440107349,0.0,0.00950366380786354,0.03593123753842973,0.0005423806737173344,0.008243905875481732,0.3653494102193618,0.0,0.04538891784167838,0.035957137616095446,0.04288890271591807,0.34689675156948346,1.4129422807090208,0.020436475374039132,0.010329370159739833,0.011301814602525197,0.0,0.013180944297083864,0.9371867655273184,0.006623803924454225,0.2848050500237107,0.06503206705017239,0.0004631729503391838
component_2,1.2976055882382254,0.0,0.009208609726723759,2.4735047230634857,0.06512155092375574,0.0,0.4000885567751003,0.0,0.10152556280315388,0.0038674564758627767,0.0,0.009327731432315649,0.035314174238273155,3.243030140905493,0.06151533233668879,0.3296293219562747,0.02275261163707411,0.008430779307685257,0.0,12.874544446831209,0.0,0.005868938105197358,0.0,0.13847074422236258,0.0517335499537564,0.9449377582583777,0.001768796124458982,0.0,0.12953196768323302,0.0
