component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Eukrohnia hamata,Euphausia frigida,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F6
component_1,0.8242151038409979,0.005555094114972011,0.00010395129650008445,0.0,0.0,0.007094912306656145,0.0010712373615156593,0.004499235120912487,0.0,0.00040964951311349814,0.00154879362956886,2.3378981348923092e-05,0.0003553484315438748,0.015748158924648512,0.0,0.001956461052337248,0.0015499100362957672,0.0018486994564149777,0.014952768558954213,0.06090399755839479,0.0008809015508107642,0.0004452410714702837,0.00048715768390214796,0.0,0.0005681563997675112,0.040396852198940146,0.0002855149453379015,0.012276344411293574,0.002803166772568772,1.9964781733629425e-05
component_2,0.058430229639074766,0.0,0.0004146569542133514,0.11138010678434435,0.0029323757614930857,0.0,0.018015694799892706,0.0,0.004571621764421311,0.00017414873367692542,0.0,0.0004200209174051118,0.0015901714118371842,0.14603127296702165,0.0027699903786919003,0.014842967040414495,0.0010245334444404807,0.0003796318199070297,0.0,0.579731310766146,0.0,0.0002642739861268548,0.0,0.006235236235527709,0.002329523879399,0.042549855449245395,7.964759451842752e-05,0.0,0.005832729672202223,0.0
