component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Salpa thompsoni,Sapphirina sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.,Vibilia antarctica
component_1,0.04207208891985711,0.01063648142663913,0.0,0.0025184114935764067,0.0006862372304456,0.04487285310761281,0.0001846077522957981,4.656338128523836e-06,9.325851907499572e-06,2.7898519608997928e-05,0.0,1.4890395501036423e-06,2.117173714343752e-06,2.4856402300066924e-05,1.976784751438607e-05,0.0,0.0004918722923083906,0.0004706763038022456,0.0,0.015423731584685685,0.00046413899025832744,0.00010490351775397024,0.006615880644307838,0.0010471318366840998,0.0,0.025432071992970793,0.8352944688929007,0.00041642403001891957,0.007197621863895062,0.0,3.448599933209215e-05,0.0001168868488987497,0.0,7.10364551050515e-05,0.0009277702586252434,2.1328277326944906e-05,0.0031107239585843435,0.0007223820137990686,5.12813899094292e-05,5.7364032176837334e-06,0.0002597220623098666,0.0006193596314442569,2.3801124249540637e-05,1.7886799926104037e-06,1.3983844468062634e-05
component_2,0.13635453712450937,0.004263504259637214,0.004443948612204684,0.005587868759745298,0.004659663486653376,0.007471588527990927,0.012553687081961322,0.0,7.371603085598503e-06,0.0008745975049583587,0.0015211723833299614,0.0001304711192792051,0.0009354183211163692,0.00044337784257655855,0.0004990730351849205,0.00027373404230897076,0.02164326862568692,0.0007377169934145629,0.000287503975771771,0.04397342825850028,0.0,0.0036951585366272028,0.0029484961838810897,0.04860868428587279,0.5614727775873305,0.009793674077505083,0.0,0.016197618652925676,0.02400757799921575,0.003388263052195613,0.0032374999818821715,0.002520428956752586,9.342581521738384e-05,0.005904643018793233,0.04799275312996557,0.00031649843763157705,0.0011193388003805998,0.014186738422256488,0.0009456350500261511,0.0036860672695489594,0.001841393193460482,0.00034481603445199303,0.0004764149957100785,0.00015949883120221242,0.00040066612925131624
